# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_1721088	58.03246	0.6671141	70.5887	0.2059621	57.60889	0.8295302	66.22667	0.4393531	62.01623	0	65.89543	0.7125506	66.7572	0.5175202	70.83492	0.1956815	60.4658	0.760218	60.27664	0.8821138
ILMN_1683316	70.37949	0.09395973	83.54559	0.002710027	73.80061	0.09530202	85.33444	0	63.82243	0	86.79199	0.03103914	75.41779	0.1401617	70.69009	0.2010796	85.79253	0.001362398	83.35419	0.05826558
ILMN_1699449	103.3669	0	112.4599	0	108.3517	0	112.9542	0	145.3085	0	171.3136	0	128.054	0	109.7895	0	122.0554	0	157.4167	0
ILMN_2150103	77.48119	0.01610738	75.50843	0.06775068	67.70419	0.3073826	79.54826	0.02964959	74.87033	0	60.93482	0.8987854	62.44389	0.7412399	69.63542	0.2442645	85.19318	0.002724796	78.58105	0.1531165
ILMN_1760285	74.14793	0.0442953	78.09826	0.03252032	72.07494	0.138255	70.40163	0.2277628	67.64238	0	88.16824	0.02699055	83.0768	0.02560647	69.07088	0.2766532	69.17587	0.2629428	85.60314	0.03929539
ILMN_1765287	59.08145	0.6	68.32416	0.3184282	69.46714	0.2201342	76.97038	0.05929919	57.14729	1	64.52101	0.7665317	67.91412	0.4407008	79.72267	0.03238866	75.46733	0.09945504	78.99273	0.1476965
ILMN_1759991	1539.651	0	1353.615	0	1233.157	0	1070.545	0	1258.202	0	2510.245	0	1488.484	0	1653.928	0	1332.054	0	1423.888	0
ILMN_1669122	70.54004	0.08993289	80.41585	0.01490515	66.52291	0.3704698	75.1778	0.09568733	70.48301	0	70.00623	0.511471	73.1011	0.1913747	74.98058	0.08502024	68.02141	0.3242507	61.77449	0.8333333
ILMN_1769559	51.1996	0.9275168	60.13462	0.7899729	65.40617	0.4255033	58.68763	0.8625337	59.88741	1	76.14229	0.2253711	68.61237	0.4110512	63.09483	0.5789474	70.42352	0.2152589	90.1182	0.008130081
ILMN_1708535	54.08636	0.8442953	72.4839	0.1382114	76.20266	0.06442953	75.83189	0.0768194	65.00574	0	72.44382	0.3792173	74.25673	0.1590296	64.88481	0.4804319	63.96554	0.5681199	76.5463	0.201897
ILMN_1702739	58.82495	0.609396	62.37785	0.6815718	63.3379	0.5355704	55.16154	0.9460917	61.58299	0	68.78266	0.5762483	63.03587	0.7169811	60.9201	0.7098516	58.50154	0.8446866	72.14744	0.3441734
ILMN_1747568	55.07184	0.8107383	60.92709	0.7615176	60.95556	0.6845638	75.89586	0.0768194	57.21553	1	61.75238	0.8731444	69.90154	0.3207547	65.69871	0.4345479	61.31059	0.719346	62.6428	0.800813
ILMN_1789995	64.87337	0.2751678	81.90762	0.006775068	56.17086	0.8778523	62.45195	0.6940701	60.01414	1	66.91573	0.6747639	58.85625	0.8773585	60.38853	0.7341431	65.21029	0.4850136	65.19638	0.6883469
ILMN_1761101	100.8746	0	94.30672	0	80.1153	0.01744966	92.99698	0	103.1973	0	185.4454	0	163.6769	0	129.9201	0	122.3719	0	104.0915	0
ILMN_1730601	60.7324	0.4818792	62.52681	0.6734417	66.3582	0.3785235	72.21883	0.171159	68.30331	0	58.74648	0.9419703	70.95068	0.277628	65.02442	0.4763833	80.47771	0.02861035	79.73566	0.1273713
ILMN_1716298	69.31666	0.114094	63.89526	0.5840108	67.01051	0.3355705	67.65002	0.3450135	70.41044	0	76.34551	0.219973	61.08326	0.7924528	59.88434	0.7597841	74.33453	0.119891	72.82899	0.3238482
ILMN_1766770	72.50706	0.05369128	69.08504	0.2750677	76.14233	0.06577181	81.83946	0.006738544	62.44554	0	84.27028	0.05937922	68.44067	0.4177898	74.13508	0.09716599	71.48768	0.1866485	73.94835	0.2831978
ILMN_1731640	70.82139	0.08322147	81.92657	0.006775068	73.59837	0.09798658	110.6229	0	72.19446	0	87.99864	0.02834008	76.84715	0.1145553	97.87644	0	97.7534	0	75.27611	0.2384824
ILMN_1792433	60.17334	0.5167785	67.52647	0.3712737	62.245	0.6067114	69.38487	0.2654986	61.88993	0	126.5905	0	88.74959	0	80.77888	0.02564103	82.65497	0.01362398	71.34717	0.3672087
ILMN_1740512	78.47331	0.01208054	107.059	0	69.42492	0.2228188	145.6366	0	97.06319	0	140.3375	0	162.5091	0	160.6063	0	182.7669	0	84.51527	0.04471545
ILMN_1737283	70.74833	0.08456376	85.48342	0	70.72777	0.1771812	102.7303	0	77.57319	0	104.5143	0	92.94894	0	98.65681	0	111.3156	0	84.18417	0.04742547
ILMN_1664248	81.95637	0	77.10942	0.0406504	78.08964	0.04026845	79.87934	0.02560647	75.67243	0	82.44594	0.09311741	82.74977	0.02695418	85.38174	0.001349528	69.37556	0.2547684	88.2555	0.01761518
ILMN_1683809	67.77342	0.1543624	66.32319	0.4403794	75.07698	0.07919463	69.02455	0.2803234	68.62363	0	65.83486	0.7179487	67.02685	0.5013477	60.20864	0.7408907	59.2572	0.8242507	71.45343	0.3658537
ILMN_1773603	61.00853	0.4724832	72.64744	0.1355014	52.71111	0.9664429	60.8317	0.7762803	58.70644	1	86.88721	0.03103914	68.45035	0.4150943	66.68586	0.3819163	71.8581	0.1798365	87.37127	0.0203252
ILMN_1665824	66.72453	0.2026846	73.68246	0.1151761	72.7876	0.1167785	74.6435	0.1051213	71.99067	0	75.22637	0.2577598	69.64731	0.3396226	75.65805	0.07287449	70.69426	0.2029973	71.23248	0.3699187
ILMN_2405233	127.4773	0	139.5473	0	107.2752	0	159.9311	0	257.5238	0	254.8455	0	270.1797	0	291.1289	0	258.1273	0	328.4066	0
ILMN_1777745	130.3652	0	91.91569	0	92.90252	0	131.1274	0	134.1808	0	278.227	0	217.0937	0	262.3094	0	139.0035	0	181.0599	0
ILMN_1667490	73.95419	0.0442953	88.61121	0	89.46206	0	87.98328	0	71.38053	0	85.22046	0.048583	88.14603	0	76.28825	0.06477733	80.67526	0.02588556	84.5035	0.04471545
ILMN_1701289	76.18383	0.0295302	76.60906	0.04742547	92.52459	0	85.58665	0	74.22487	0	77.04376	0.2064777	91.92164	0	75.02992	0.08502024	85.06547	0.002724796	92.76626	0.00406504
ILMN_1767178	63.5899	0.3275168	65.10191	0.5176152	59.84897	0.7328859	66.94825	0.3908356	53.79105	1	65.9409	0.7112011	68.2673	0.4285714	68.43092	0.3036437	64.25868	0.5490463	63.54833	0.7574525
ILMN_1777314	68.93695	0.1234899	66.39324	0.4349594	64.61931	0.471141	68.47793	0.3153639	75.89613	0	91.84005	0.00539811	89.43146	0	81.8642	0.01754386	75.55257	0.09536785	86.78604	0.02574526
ILMN_1758487	79.6712	0.009395973	83.35921	0.002710027	80.04835	0.01879195	90.6638	0	68.35297	0	93.80638	0.004048583	91.17001	0	100.8802	0	107.6524	0	73.73164	0.2899729
ILMN_2252408	67.89805	0.1503356	82.70358	0.00406504	77.45454	0.04697987	87.26006	0	115.8827	0	200.5909	0	143.3764	0	145.0553	0	164.5116	0	117.1171	0
ILMN_1768841	75.78748	0.03087248	74.06583	0.1070461	82.52252	0.009395973	81.96484	0.006738544	78.28419	0	92.35781	0.004048583	86.44193	0.008086253	77.06637	0.05398111	76.73331	0.07901908	75.58545	0.2317073
ILMN_1732841	59.18974	0.5932886	67.94185	0.3401084	61.80454	0.6214765	63.25368	0.6522911	61.21585	0	66.97467	0.6693657	70.45058	0.2911051	60.76281	0.7192982	64.44809	0.5408719	63.36722	0.7615176
ILMN_1673892	110.0157	0	140.7917	0	102.5032	0	167.7456	0	154.1407	0	158.6414	0	155.6009	0	149.6342	0	126.7353	0	134.2499	0
ILMN_1806999	109.6978	0	116.652	0	112.7632	0	127.3142	0	134.4612	0	143.0621	0	138.1009	0	119.8943	0	147.4011	0	173.9234	0
ILMN_1756701	482.1596	0	394.5942	0	273.6383	0	305.3885	0	425.5368	0	625.6513	0	440.0109	0	362.424	0	398.9269	0	438.4312	0
ILMN_1705735	69.33692	0.114094	76.68744	0.04607046	68.28606	0.2805369	67.96625	0.3369272	66.83635	0	87.33222	0.02968961	63.74559	0.6765499	68.44264	0.3036437	82.15673	0.01498638	80.96873	0.100271
ILMN_2365667	54.00251	0.8496644	65.92302	0.4607046	57.85875	0.8228188	60.57487	0.7884097	57.24536	1	64.75174	0.7557355	66.97236	0.5053908	63.73054	0.5425101	49.32107	0.9959128	56.619	0.9688347
ILMN_2125084	65.37528	0.2496644	75.95107	0.0596206	66.7796	0.3583893	70.52322	0.2277628	68.95821	0	71.65466	0.417004	75.59885	0.138814	70.16629	0.2240216	62.56036	0.6321526	61.97661	0.8279133
ILMN_1652072	58.15257	0.6590604	66.54776	0.4254743	58.92785	0.781208	54.14826	0.9609165	57.90802	1	88.38631	0.02699055	65.94946	0.5700809	74.41966	0.09716599	69.6278	0.2493188	62.31535	0.8116531
ILMN_1745737	178.2841	0	163.1521	0	173.2142	0	167.7173	0	155.9582	0	229.8568	0	163.8632	0	189.1464	0	174.5983	0	197.5306	0
ILMN_1776121	174.1273	0	192.8699	0	107.5103	0	257.5768	0	286.373	0	498.8098	0	600.6403	0	361.5588	0	348.0704	0	159.9431	0
ILMN_1716555	85.94099	0	88.38793	0	80.22993	0.01610738	94.85352	0	87.80051	0	102.6209	0	110.9857	0	98.39356	0	85.34158	0.002724796	95.01955	0
ILMN_1683520	61.06203	0.4697987	59.6254	0.8130081	61.36801	0.6510067	73.20193	0.1442049	56.02319	1	63.11115	0.8299595	70.49834	0.2897574	67.10292	0.368421	68.50431	0.2901907	64.90273	0.6964769
ILMN_1796436	56.01205	0.7744966	58.54321	0.8658537	65.16612	0.4375839	72.67603	0.1590296	65.81442	0	58.30183	0.9500675	72.3071	0.2169811	58.00072	0.8326586	60.54645	0.7561308	68.55217	0.504065
ILMN_1727023	96.56503	0	91.52055	0	101.8231	0	117.0999	0	160.0109	0	273.8017	0	207.8306	0	200.094	0	145.3855	0	204.6349	0
ILMN_1749414	53.8678	0.8550336	65.45178	0.495935	58.69545	0.7879195	71.10686	0.2008086	66.05914	0	62.24348	0.8596491	71.23537	0.2614555	87.66267	0	78.59633	0.05177112	63.00016	0.7804878
ILMN_1760352	59.94966	0.5302013	62.93572	0.6490515	64.98856	0.4469799	70.01735	0.2398922	62.33714	0	78.38449	0.1659919	74.39682	0.1576819	69.28747	0.2645074	100.8126	0	74.48082	0.2642276
ILMN_1685974	61.57604	0.4469799	52.22585	0.9823848	58.93245	0.781208	66.06122	0.4433962	64.51218	0	60.32149	0.9149798	64.11013	0.6576819	60.26971	0.7368421	68.96135	0.2724796	61.31289	0.8509485
ILMN_1678234	52.11293	0.904698	75.04234	0.0799458	64.41558	0.4818792	71.07826	0.2021563	60.82552	1	68.51767	0.5924426	71.45124	0.254717	71.12894	0.1835358	59.97311	0.7929155	63.964	0.7371274
ILMN_1720274	66.31963	0.2201342	86.64722	0	86.28423	0	89.5201	0	75.90415	0	66.42519	0.6923077	80.31356	0.05390836	83.71403	0.01214575	77.34843	0.06948229	87.92329	0.01897019
ILMN_1676222	49.69778	0.9583893	66.17159	0.4471545	63.31747	0.5355704	56.10485	0.9366577	61.66169	0	65.10548	0.7462888	66.82942	0.5121294	74.07893	0.09716599	69.73606	0.246594	67.51222	0.5677507
ILMN_1810930	59.14737	0.5946309	81.26131	0.009485095	64.49916	0.4765101	58.7605	0.861186	61.34128	0	67.14957	0.6639676	70.04575	0.309973	57.98627	0.8326586	64.36543	0.5449591	72.70245	0.3238482
ILMN_1795822	169.1081	0	143.5973	0	128.0866	0	174.4039	0	251.2701	0	320.738	0	237.714	0	231.8165	0	322.527	0	211.2858	0
ILMN_1712916	71.9058	0.06174497	63.18752	0.6219512	59.22268	0.7677853	73.82308	0.1280323	56.27615	1	76.87131	0.2105263	73.31959	0.1846361	62.88438	0.5910931	71.9147	0.1784741	73.11155	0.306233
ILMN_1745623	85.12675	0	93.74561	0	81.44736	0.01073826	130.5637	0	134.9276	0	264.6297	0	114.7304	0	134.2032	0	110.1001	0	121.4238	0
ILMN_1714065	79.11328	0.01073826	83.91463	0.002710027	75.24515	0.07785235	75.15154	0.09568733	70.80029	0	80.56349	0.120108	87.00126	0.006738544	86.18874	0.001349528	90.33326	0	90.94508	0.005420054
ILMN_1798964	74.87371	0.04026845	76.98674	0.0406504	69.76961	0.2067114	77.32064	0.05390836	76.03075	0	77.72531	0.1821862	77.12285	0.106469	75.71747	0.07287449	86.69923	0	79.01456	0.1476965
ILMN_1787731	58.07577	0.6671141	58.77218	0.8563685	54.20269	0.9395973	58.59884	0.8665768	59.73669	1	70.70443	0.4763833	57.7626	0.9231806	65.66143	0.437247	70.11942	0.2302452	68.88424	0.4864499
ILMN_1654629	389.1289	0	398.2365	0	382.4787	0	461.5504	0	659.7476	0	974.1127	0	749.7562	0	617.3465	0	787.8771	0	610.4099	0
ILMN_1780400	47.38601	0.9865772	62.58144	0.6693767	60.92267	0.6899329	70.76852	0.2169811	63.78711	0	70.55283	0.4831309	74.98129	0.1428571	72.21619	0.1430499	74.30435	0.119891	74.95647	0.2520325
ILMN_2118405	68.05952	0.147651	80.06143	0.01897019	59.99428	0.7288591	80.90323	0.01212938	60.46076	1	64.73849	0.7557355	74.20306	0.1617251	77.64557	0.04993252	68.49427	0.2901907	74.8603	0.2560976
ILMN_1805995	71.0415	0.08053691	69.14279	0.2723577	74.81169	0.08187919	70.41228	0.2277628	70.0765	0	78.01339	0.1767881	70.20206	0.3018868	76.84464	0.05802969	73.12634	0.1512262	90.53391	0.006775068
ILMN_1783908	59.56516	0.5637584	61.25183	0.7398374	64.70652	0.4684564	70.44054	0.2277628	62.14272	0	85.48678	0.04588394	83.5501	0.02291105	70.30084	0.2145749	73.52051	0.1430518	66.92912	0.6070461
ILMN_1665515	48.32382	0.9771812	63.36467	0.6097561	51.2356	0.9785235	59.49583	0.8342318	50.53006	1	62.56064	0.8475034	59.62109	0.851752	52.78929	0.9730095	49.99599	0.9959128	63.93306	0.7384824
ILMN_1726153	82.00271	0	80.16404	0.01897019	86.11685	0	107.7478	0	72.10394	0	96.54658	0	86.92512	0.008086253	87.23035	0	132.3327	0	72.18968	0.3441734
ILMN_2143795	824.9063	0	394.6478	0	343.4576	0	583.2775	0	476.752	0	720.5189	0	464.7978	0	315.2256	0	1442.003	0	439.6751	0
ILMN_1685365	94.03902	0	138.6243	0	94.62425	0	109.7507	0	148.4581	0	283.55	0	239.2231	0	197.1098	0	307.2098	0	164.2645	0
ILMN_1721623	114.4739	0	90.01859	0	76.34746	0.06308725	98.04407	0	97.55378	0	200.5323	0	118.3577	0	160.5372	0	125.6477	0	176.333	0
ILMN_1765198	48.96935	0.9704698	63.60448	0.600271	60.22453	0.7234899	68.06916	0.328841	67.09959	0	68.86888	0.5681512	70.97592	0.2762803	74.49651	0.09446694	70.97035	0.1989101	62.87261	0.7899729
ILMN_1653461	62.62117	0.3651007	67.10124	0.3929539	62.08976	0.6120805	72.87329	0.1495957	58.14446	1	81.48423	0.1133603	59.64082	0.851752	67.62114	0.3468286	64.78087	0.5122616	77.24137	0.1883469
ILMN_1787169	66.68868	0.2053691	68.50203	0.3130081	75.11195	0.07919463	75.52673	0.08760108	60.99632	1	76.37122	0.2186235	74.93445	0.1442049	69.26111	0.265857	68.10027	0.3147139	68.21437	0.5271003
ILMN_1747269	70.85018	0.08322147	68.95129	0.2872629	74.95592	0.08053691	68.87396	0.2911051	72.50845	0	91.56968	0.006747638	74.30624	0.1576819	89.26971	0	80.69142	0.02452316	75.84796	0.2127371
ILMN_1684558	53.53409	0.8684564	76.33945	0.05149052	61.60201	0.6416107	62.74986	0.6819407	55.47991	1	69.14956	0.5560054	70.51138	0.2897574	53.23559	0.9676113	73.76651	0.133515	62.74766	0.7940379
ILMN_1781774	63.38126	0.3355705	72.83829	0.1327913	76.54032	0.06174497	79.80878	0.02830189	67.97189	0	72.5229	0.3765182	72.39438	0.2115903	64.73592	0.488529	67.88081	0.3378747	78.94402	0.1476965
ILMN_2089316	55.35377	0.8053691	56.71421	0.9092141	57.16285	0.8483222	62.41101	0.6981132	47.38148	1	58.62573	0.9460189	72.06887	0.2264151	58.64842	0.8137652	66.67019	0.4100817	73.4939	0.295393
ILMN_1741295	60.09076	0.5221477	68.9665	0.2845528	70.6241	0.1812081	65.74215	0.4649596	70.18008	0	75.11012	0.265857	68.72545	0.4043127	56.19909	0.8987854	69.01195	0.2697548	70.80289	0.4037941
ILMN_1754410	63.06435	0.347651	60.95481	0.7588076	52.24447	0.9704698	55.16395	0.9460917	62.92671	0	64.63982	0.7624831	74.28954	0.1576819	54.44172	0.948718	47.5787	0.9986376	74.64162	0.2601626
ILMN_1746829	68.21573	0.1409396	60.19033	0.7872629	63.30886	0.5355704	64.28444	0.5727763	55.81422	1	78.2974	0.168691	68.74088	0.4043127	72.61818	0.1349528	73.44122	0.1444142	71.44143	0.3658537
ILMN_1711725	76.4068	0.02550336	73.88485	0.1111111	77.63094	0.04295302	79.50632	0.02964959	67.07214	0	84.25458	0.05937922	86.19492	0.01212938	92.82094	0	90.08	0	87.8081	0.0203252
ILMN_1776122	55.87674	0.7785235	59.18176	0.8346884	54.79667	0.9221476	62.08144	0.7250674	62.35064	0	71.49164	0.4264507	60.88608	0.8005391	75.44653	0.0782726	63.32359	0.5940055	68.15512	0.5325204
ILMN_1707741	73.37775	0.0442953	60.89057	0.7628726	65.94618	0.4	60.40987	0.7924528	58.63949	1	68.23761	0.6045884	65.71272	0.5862533	58.6601	0.8137652	69.85033	0.239782	72.32452	0.3373984
ILMN_1660935	68.42816	0.1355705	69.77318	0.2317073	68.84515	0.2496644	58.11039	0.8894879	64.0292	0	85.94235	0.04048583	68.2919	0.4272237	67.02854	0.368421	68.57937	0.2888283	87.87437	0.01897019
ILMN_1761068	277.3163	0	296.5058	0	287.1051	0	381.6356	0	675.2306	0	816.378	0	629.4691	0	458.9429	0	643.8471	0	575.1348	0
ILMN_1776724	62.08507	0.4067114	58.70807	0.8577236	70.52936	0.1852349	64.54743	0.5498652	68.60416	0	103.1181	0	77.66576	0.1010782	61.46545	0.6923077	76.41832	0.08174387	86.59565	0.02710027
ILMN_1683065	228.2961	0	165.4246	0	179.0037	0	152.9616	0	276.8155	0	538.5727	0	405.1174	0	393.6513	0	371.1561	0	231.1107	0
ILMN_1770765	64.77372	0.2791946	69.40796	0.2601626	71.71198	0.147651	105.6193	0	61.02982	1	89.45098	0.01889339	108.4941	0	109.8054	0	128.8701	0	71.89875	0.3563686
ILMN_1740903	117.7875	0	93.01183	0	111.0031	0	101.5973	0	169.1794	0	190.1079	0	184.1337	0	186.2512	0	173.4214	0	202.2926	0
ILMN_1670064	71.25539	0.0738255	84.1374	0.001355014	68.82096	0.2510067	69.6714	0.2533693	75.49422	0	115.417	0	74.88417	0.1442049	57.55121	0.8529015	74.49744	0.119891	84.90163	0.04336043
ILMN_2185675	65.44578	0.2483221	75.75856	0.06504065	63.40792	0.5355704	65.36105	0.4946092	65.49104	0	78.92847	0.1484481	71.36307	0.2574124	71.51028	0.1632928	64.11428	0.5572207	80.72453	0.104336
ILMN_1677186	77.60758	0.01610738	79.64418	0.02168022	83.13369	0.006711409	84.35003	0	80.25327	0	82.89096	0.07692308	80.03909	0.06334232	72.65898	0.1336032	78.75806	0.04632153	90.31612	0.006775068
ILMN_1789944	194.0629	0	176.7725	0	212.3672	0	152.1286	0	119.9438	0	187.4224	0	120.9577	0	211.1238	0	122.4389	0	262.3147	0
ILMN_1788254	182.3936	0	121.8842	0	133.8589	0	125.6506	0	126.9337	0	236.5161	0	115.0018	0	121.9075	0	114.9516	0	188.2675	0
ILMN_1733412	68.23327	0.1395973	82.66633	0.00406504	84.14805	0.002684564	87.29541	0	105.347	0	123.6096	0	157.713	0	120.7347	0	131.9659	0	99.93978	0
ILMN_1701131	124.9486	0	106.5175	0	99.29689	0	120.5235	0	114.7217	0	186.4936	0	111.4654	0	159.8278	0	124.5522	0	189.7193	0
ILMN_1784428	307.9318	0	320.0532	0	211.1642	0	263.9092	0	313.7572	0	637.3272	0	349.0169	0	423.486	0	307.4311	0	351.2771	0
ILMN_1747315	63.06426	0.347651	79.98981	0.01897019	61.91499	0.6174496	69.2413	0.2708895	56.9581	1	64.95164	0.7503374	78.25192	0.09164421	66.00686	0.4251012	64.44185	0.5408719	68.83281	0.4878049
ILMN_1660600	79.77419	0.008053691	74.33582	0.09485095	59.49628	0.7530201	79.78796	0.02830189	79.39724	0	71.9803	0.4048583	78.85222	0.08490566	68.60287	0.2982456	66.47161	0.4264305	77.85368	0.1653116
ILMN_2411384	65.46542	0.2456376	72.04436	0.1490515	78.90399	0.03489933	69.41013	0.2654986	63.53231	0	80.01148	0.1282051	79.13197	0.08355795	67.2315	0.3576248	75.44435	0.1008174	96.54446	0
ILMN_1767086	72.64693	0.05234899	71.99371	0.1531165	68.71951	0.2604027	67.6805	0.3436658	60.12906	1	65.61987	0.7260459	61.76347	0.7735849	58.51444	0.8151147	60.59705	0.7506812	67.19926	0.5894309
ILMN_1711688	61.81636	0.4308725	68.64198	0.306233	63.01826	0.5557047	59.70212	0.819407	64.83395	0	69.79652	0.5249662	57.94384	0.9204852	60.68936	0.7233468	61.65609	0.6975477	66.59033	0.6219512
ILMN_1744623	57.90314	0.6724832	67.72484	0.3590786	81.42859	0.01073826	79.34365	0.0309973	80.87496	0	89.63933	0.01619433	86.65533	0.008086253	82.7935	0.0148448	87.37318	0	99.13039	0
ILMN_1801168	87.27245	0	73.85461	0.1111111	81.38673	0.01073826	72.10655	0.1725067	96.9987	0	80.95041	0.1147099	88.67634	0	83.17805	0.0148448	86.98651	0	89.16244	0.01219512
ILMN_1814106	2655.492	0	1923.54	0	1401.866	0	1282.595	0	1646.611	0	1850.137	0	936.2122	0	1462.939	0	1099.579	0	3067.719	0
ILMN_1707634	142.5595	0	117.6234	0	115.7841	0	127.851	0	94.99661	0	181.2536	0	122.1349	0	170.1725	0	155.6914	0	172.8688	0
ILMN_1692733	116.7423	0	126.5734	0	79.16485	0.03221476	107.6073	0	82.74353	0	149.8352	0	126.3287	0	80.19709	0.02968961	95.24508	0	130.4795	0
ILMN_1658847	651.7146	0	547.2006	0	452.3913	0	818.9449	0	661.6403	0	1689.137	0	1158.297	0	749.0569	0	448.8185	0	1287.183	0
ILMN_1697666	63.27467	0.3422819	55.13991	0.9512195	54.0587	0.9422819	78.32963	0.0458221	57.72058	1	76.05687	0.2307692	72.52908	0.2075472	75.4833	0.0782726	57.38458	0.8882834	65.13043	0.6897019
ILMN_1768922	71.58444	0.06845637	69.9006	0.2303523	72.16132	0.1342282	68.31013	0.3207547	71.52309	0	80.56362	0.120108	76.3578	0.1212938	65.82451	0.4291498	69.14479	0.2629428	69.01161	0.4810298
ILMN_1678490	143.4009	0	107.6929	0	108.2694	0	101.9597	0	109.3582	0	209.6377	0	131.2437	0	245.6107	0	191.8813	0	165.3338	0
ILMN_1668743	97.42867	0	111.8365	0	96.25182	0	92.84222	0	92.47946	0	169.3168	0	122.6734	0	230.5593	0	169.8395	0	158.1541	0
ILMN_1693862	166.5831	0	179.5906	0	178.3104	0	174.7052	0	216.1886	0	266.9492	0	232.0165	0	188.3885	0	231.2921	0	311.0384	0
ILMN_1772081	73.51837	0.0442953	67.5071	0.3726287	61.43571	0.6510067	72.27277	0.1698113	55.5129	1	76.59209	0.2118758	71.71861	0.2371968	55.39225	0.9298246	65.54876	0.4741144	66.16471	0.6463414
ILMN_1654823	71.33218	0.0738255	77.21035	0.0406504	85.29704	0	84.14121	0	89.41026	0	119.4975	0	92.69222	0	91.60877	0	98.62155	0	106.7423	0
ILMN_1716512	58.26107	0.6469799	53.4353	0.9688347	68.68618	0.2644295	73.31526	0.1415094	65.7121	0	99.28099	0	72.35199	0.2169811	77.38036	0.05398111	75.27502	0.106267	69.38248	0.4634146
ILMN_1779778	71.8299	0.06577181	66.67115	0.4173442	70.95068	0.1718121	67.94212	0.3369272	71.89011	0	89.79539	0.01619433	66.69016	0.5188679	67.79171	0.3414305	69.37397	0.2547684	82.5423	0.07317073
ILMN_1749867	79.09203	0.01073826	83.10921	0.00406504	80.13569	0.01744966	89.43109	0	69.86642	0	79.87283	0.1349528	73.37816	0.1819407	83.08038	0.0148448	85.33471	0.002724796	86.71062	0.02574526
ILMN_1715698	1435.601	0	988.3962	0	1368.289	0	1067.631	0	1365.228	0	2662.164	0	1345.101	0	1383.693	0	1511.159	0	1970.992	0
ILMN_1674498	58.48428	0.6322148	71.31665	0.1802168	78.34938	0.03624161	83.75731	0.001347709	86.29012	0	85.05112	0.05263158	119.9722	0	83.75197	0.01079622	79.80012	0.03269755	79.45031	0.1368564
ILMN_2152502	89.91687	0	97.17069	0	84.38029	0.001342282	72.60892	0.1590296	82.13584	0	127.7739	0	82.62154	0.02695418	83.77531	0.009446694	106.2909	0	157.331	0
ILMN_1688318	183.0297	0	412.7072	0	285.625	0	226.6155	0	579.8523	0	290.1764	0	380.5423	0	256.0749	0	513.3713	0	310.1088	0
ILMN_1760339	49.6324	0.9583893	66.48425	0.4268293	60.71942	0.6979866	55.87994	0.9407008	59.32365	1	73.75035	0.3292848	56.75197	0.9460917	65.47504	0.4520918	74.27464	0.119891	76.22112	0.204607
ILMN_1809491	65.78217	0.2295302	70.68137	0.201897	65.87571	0.4080537	68.24379	0.3234501	65.66245	0	74.72087	0.2874494	68.98026	0.3881402	74.02276	0.09716599	79.42423	0.03542234	71.67207	0.3631436
ILMN_1678007	64.32635	0.3020134	74.63794	0.08536585	54.43433	0.9355705	70.97713	0.2102426	56.19915	1	72.40703	0.3846154	60.32375	0.8274933	58.8519	0.8070176	73.37778	0.1457766	72.48669	0.3319783
ILMN_1762639	58.58765	0.6228188	75.36861	0.06775068	76.11407	0.06577181	82.19687	0.005390835	109.0922	0	114.6932	0	77.02724	0.1118598	101.7094	0	84.00667	0.006811989	90.88366	0.005420054
ILMN_1815937	205.3961	0	249.316	0	204.5488	0	137.2252	0	339.7052	0	406.4055	0	224.8456	0	252.7178	0	371.9283	0	336.7401	0
ILMN_1742427	403.4493	0	358.2947	0	263.607	0	275.6533	0	354.2243	0	548.257	0	396.8929	0	436.101	0	494.5212	0	377.0758	0
ILMN_1688637	62.28185	0.390604	76.2991	0.05284553	64.11689	0.4926175	67.1422	0.3719676	77.84432	0	84.69563	0.05533063	74.25557	0.1590296	81.91552	0.01754386	71.27498	0.1893733	85.86627	0.03658536
ILMN_1686750	1616.854	0	1324.189	0	972.4119	0	1348.316	0	2181.904	0	3415.339	0	2749.204	0	3067.812	0	3169.332	0	1854.268	0
ILMN_1738589	84.1506	0	84.48544	0	83.88469	0.004026846	70.4526	0.2277628	70.28559	0	82.41174	0.09311741	77.12475	0.106469	78.97157	0.03778677	71.34879	0.1893733	90.11683	0.008130081
