# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_1891267	51.32979	0.9221476	66.68886	0.4159892	67.49808	0.3140939	61.14613	0.7587601	61.82049	0	88.35121	0.02699055	65.38996	0.6105121	61.48051	0.6909581	76.22233	0.08174387	83.32449	0.05826558
ILMN_1821133	51.20713	0.9275168	57.36262	0.8915989	63.95209	0.4993289	72.0527	0.1752022	63.22335	0	71.11386	0.4439946	72.6639	0.2048517	67.22312	0.3603239	66.05661	0.4509537	74.21931	0.2723577
ILMN_1876144	68.59224	0.1328859	71.87189	0.1544715	72.67437	0.1194631	83.41942	0.001347709	73.16467	0	73.6114	0.3333333	69.86549	0.3221024	63.59224	0.5465587	64.4581	0.5395095	73.14303	0.3048781
ILMN_1828825	62.62522	0.3651007	72.10951	0.1463415	66.28077	0.3838926	53.96885	0.9609165	59.71631	1	73.38808	0.3387314	74.08327	0.1644205	59.84713	0.7624831	69.83733	0.2411444	66.64091	0.6178862
ILMN_1901770	60.00019	0.5275168	65.58295	0.4850948	61.21495	0.6590604	67.05644	0.384097	60.73104	1	79.66813	0.1417004	86.57023	0.008086253	74.46214	0.09581646	68.09428	0.3147139	76.53598	0.201897
ILMN_1914938	68.81289	0.1234899	79.73832	0.02168022	77.757	0.04295302	87.02111	0	76.58014	0	81.48448	0.1133603	77.21708	0.1051213	76.83218	0.05802969	86.65121	0	97.58608	0
ILMN_1830816	57.58489	0.6859061	79.69962	0.02168022	65.37659	0.4295302	63.9704	0.5943396	65.87401	0	75.99302	0.2334683	70.84785	0.2816712	76.79461	0.05802969	74.43811	0.119891	60.22958	0.8848239
ILMN_1818632	86.15656	0	83.32412	0.002710027	83.04874	0.006711409	98.81694	0	92.84051	0	132.6231	0	110.1544	0	112.5049	0	85.02961	0.004087193	132.5115	0
ILMN_1914680	73.24681	0.0442953	84.22833	0.001355014	83.61926	0.005369128	84.96561	0	75.10503	0	80.79863	0.1160594	87.64563	0.002695418	81.59888	0.01889339	98.49284	0	93.39052	0.002710027
ILMN_1864318	62.70678	0.3637584	67.33082	0.3834688	62.73522	0.5731544	63.206	0.6536388	65.74834	0	66.43021	0.6909581	80.15818	0.05660377	77.44714	0.05263158	71.64548	0.1839237	67.21995	0.5894309
ILMN_1898210	60.08934	0.5221477	78.56299	0.02845529	68.86692	0.2469799	76.39628	0.06873316	66.39722	0	77.65028	0.1821862	81.99822	0.03234501	72.72594	0.1295547	78.2981	0.05585831	79.67187	0.1314363
ILMN_1872323	73.5999	0.0442953	77.20239	0.0406504	69.01379	0.2442953	70.8398	0.2142857	72.85664	0	67.26614	0.6558704	72.59521	0.2061995	72.97881	0.1214575	73.67632	0.1376022	80.60823	0.1056911
ILMN_1818401	65.28779	0.2563758	75.20856	0.07452574	77.69576	0.04295302	72.67803	0.1590296	55.35598	1	63.15812	0.82861	60.27915	0.828841	64.76186	0.4844804	60.11535	0.7847412	70.68166	0.4119241
ILMN_1832876	56.22927	0.7597315	74.3391	0.09485095	68.10051	0.2885906	71.93567	0.1778976	68.79358	0	74.16048	0.31444	76.53155	0.1199461	83.84995	0.009446694	81.46945	0.02043597	84.66725	0.04336043
ILMN_1912751	61.36887	0.4563758	64.72823	0.5352303	73.7267	0.09798658	72.77205	0.1563342	60.69125	1	77.1981	0.1997301	86.42011	0.009433962	74.50372	0.09446694	67.55982	0.3542234	66.01081	0.6544715
ILMN_1856766	61.39158	0.4550336	69.44807	0.2533875	58.79769	0.7865772	70.54258	0.2277628	57.34687	1	73.39277	0.3387314	59.91716	0.8463612	66.25349	0.4089069	64.99226	0.5	63.83735	0.7439024
ILMN_1830984	68.55128	0.1328859	64.14219	0.5663956	72.59123	0.1234899	92.61888	0	87.67638	0	95.43326	0	139.9603	0	91.06866	0	96.31559	0	77.13389	0.1897019
ILMN_1816737	59.36667	0.5758389	73.74049	0.1151761	61.63924	0.6348993	66.53162	0.4218329	70.6769	0	97.12595	0	83.09898	0.02560647	65.95575	0.4251012	111.6935	0	84.44313	0.04471545
ILMN_1825461	67.98851	0.1489933	73.04653	0.1287263	60.2311	0.7234899	72.76964	0.1563342	69.16401	0	62.72105	0.8407558	54.39441	0.9811321	64.04102	0.5276653	61.30117	0.7207084	68.33155	0.5176152
ILMN_1890924	63.82333	0.3127517	85.7473	0	81.62771	0.01073826	79.91545	0.02560647	67.76062	0	72.5229	0.3765182	84.46162	0.02156334	74.54339	0.09446694	84.49847	0.005449591	75.28467	0.2384824
ILMN_1820829	63.57216	0.3288591	65.53918	0.4918699	63.36052	0.5355704	66.95904	0.3908356	59.60527	1	59.79596	0.9217274	67.68551	0.4541779	60.60477	0.7273954	54.17334	0.9604905	71.50888	0.3658537
ILMN_1849693	64.24897	0.3033557	74.39794	0.09214092	77.92728	0.04026845	87.34801	0	103.0281	0	94.80778	0	128.5512	0	75.58531	0.07287449	76.78236	0.07493188	82.34074	0.07588076
ILMN_1879386	63.72537	0.3181208	70.09518	0.2262873	70.85152	0.1758389	78.79993	0.03369272	71.97449	0	75.72916	0.2388664	70.37896	0.2938005	66.98273	0.368421	73.16543	0.1512262	80.70317	0.104336
ILMN_1906347	58.23631	0.6469799	77.75443	0.03523035	68.28147	0.2818792	81.64758	0.006738544	61.42271	0	89.0733	0.02159244	89.47707	0	68.70207	0.2901484	84.0405	0.006811989	80.07089	0.1219512
ILMN_1852903	62.93524	0.3516779	76.15675	0.05555556	67.67524	0.3087248	69.04759	0.2789758	65.33237	0	75.87645	0.2348178	66.61759	0.5256065	71.40254	0.1673414	62.5873	0.6321526	68.59052	0.50271
ILMN_1871762	73.45496	0.0442953	100.3116	0	73.30433	0.1073826	90.24159	0	102.7077	0	115.8074	0	142.0648	0	120.6414	0	95.1719	0	100.2154	0
ILMN_1874446	59.89929	0.5315436	63.68784	0.5934959	61.98346	0.6174496	65.41999	0.4919137	74.86089	0	81.62318	0.1079622	74.8337	0.1442049	82.58969	0.01619433	72.76631	0.1607629	75.85175	0.2127371
ILMN_1847293	54.74704	0.8228188	64.44178	0.5555556	69.64892	0.209396	64.98629	0.5283019	63.49795	0	61.82586	0.8690958	62.73283	0.7318059	70.08891	0.2294197	64.97957	0.5027248	89.44405	0.009485095
ILMN_1895504	60.60089	0.495302	60.09786	0.7899729	68.6502	0.2657718	64.54942	0.5498652	59.16091	1	61.741	0.8731444	67.52687	0.4690027	51.59039	0.9878542	57.17058	0.893733	59.29255	0.9173442
ILMN_1845492	49.19007	0.9651006	61.08129	0.7533875	65.25632	0.433557	60.69723	0.7803234	56.24629	1	56.53407	0.9730095	61.80931	0.7722372	68.03815	0.3252362	65.46513	0.4768392	55.05141	0.9864498
ILMN_1834866	63.7458	0.3167785	71.61919	0.1693767	73.74866	0.0966443	62.32908	0.703504	68.09712	0	65.48045	0.7327935	62.69091	0.7318059	66.60456	0.3859649	72.04757	0.1757493	53.23002	0.99458
ILMN_1911828	70.28947	0.09395973	88.16071	0	81.36071	0.01073826	70.37188	0.2277628	71.8149	0	69.26047	0.5546558	83.11203	0.02560647	69.75434	0.2388664	78.27274	0.05585831	75.44937	0.2330623
ILMN_1876121	53.99136	0.8496644	59.83576	0.796748	65.46716	0.4214765	79.22332	0.0309973	55.25078	1	75.80779	0.2348178	61.00317	0.7938005	60.6302	0.7260459	67.34264	0.3692098	73.59184	0.2913279
ILMN_1891478	55.51259	0.7919463	59.24255	0.8319783	68.8473	0.2496644	66.63997	0.416442	61.09953	1	72.84267	0.363023	65.89923	0.5768194	79.85178	0.03103914	78.89792	0.04359673	78.24432	0.1571816
ILMN_1902186	62.94936	0.3516779	66.35089	0.4363144	56.14819	0.8791946	59.92366	0.8086253	63.20338	0	78.78691	0.1484481	82.91633	0.02560647	73.58888	0.1039136	67.08989	0.386921	68.7528	0.4891599
ILMN_1883308	65.32765	0.2550336	69.12265	0.2737127	60.82439	0.6939597	71.60626	0.1859838	69.54591	0	84.30205	0.05937922	72.34546	0.2169811	74.72536	0.08906882	68.58981	0.2874659	69.064	0.4783198
ILMN_1869454	62.41953	0.3744966	67.3975	0.3821138	64.71532	0.4644295	69.8014	0.2466307	61.06664	1	72.73524	0.3697706	64.43751	0.6495957	64.60295	0.4966262	60.61908	0.7493188	59.60396	0.9105691
ILMN_1853742	66.78448	0.1973154	76.19987	0.05555556	58.06251	0.8161074	68.0741	0.328841	64.62283	0	62.91685	0.8367072	71.61622	0.2439353	69.99583	0.2294197	67.93568	0.3337875	58.94325	0.9281843
ILMN_1840401	189.8227	0	169.6758	0	95.18323	0	460.7585	0	293.9506	0	95.10659	0	254.6582	0	135.2728	0	242.9785	0	186.8818	0
ILMN_1905209	61.98992	0.4147651	62.90823	0.6517615	65.07728	0.4456376	76.22015	0.07142857	62.00483	0	65.48593	0.731444	70.12299	0.309973	60.7371	0.7206478	62.50566	0.6348774	61.23625	0.8563685
ILMN_1857614	53.61509	0.8657718	61.39844	0.7289973	65.62355	0.4174497	58.43212	0.8800539	67.18562	0	68.09235	0.6126856	57.48936	0.9285714	56.90964	0.8785425	60.54958	0.7561308	67.58737	0.5663956
ILMN_1866848	67.4345	0.1718121	66.63519	0.4214092	72.99426	0.1127517	72.56479	0.1590296	68.32258	0	75.94363	0.2348178	73.23495	0.1859838	59.3478	0.7881241	68.65754	0.2847411	66.7481	0.6151761
ILMN_1892764	72.45484	0.05637584	72.68864	0.1341463	59.43307	0.757047	71.94552	0.1778976	74.22291	0	63.38366	0.8205128	84.11681	0.02291105	60.74855	0.7206478	72.58913	0.1662125	82.80307	0.06504065
ILMN_1824322	53.88364	0.8536913	69.90066	0.2303523	62.3671	0.5986577	70.43079	0.2277628	72.31034	0	80.49291	0.1214575	75.49441	0.1401617	87.20208	0	67.0641	0.3882834	87.88152	0.01897019
ILMN_1841945	57.41551	0.6912752	66.30233	0.4430894	60.89944	0.6926175	62.24499	0.7102426	69.16869	0	61.72848	0.8731444	66.34434	0.5444744	62.19394	0.6369771	58.60042	0.8419619	59.86282	0.898374
ILMN_1843360	56.66027	0.7342282	61.60246	0.7235773	65.49073	0.4214765	68.46568	0.3153639	50.73747	1	65.73087	0.7206478	63.93037	0.671159	71.62708	0.1605938	77.25093	0.07084469	63.04435	0.7804878
ILMN_1826856	71.37088	0.07248322	62.1818	0.693767	72.54538	0.1234899	78.27224	0.0458221	60.14617	1	68.91393	0.5654521	76.63481	0.1199461	78.57787	0.0391363	64.50376	0.5326976	64.14297	0.7317073
ILMN_1906626	57.32655	0.6939597	65.68228	0.4783198	57.9763	0.8187919	75.03751	0.09703504	64.99006	0	67.04055	0.6653171	70.69631	0.2843666	58.53125	0.8137652	62.49796	0.6362398	75.51727	0.2317073
ILMN_1862205	59.49206	0.5677853	70.11211	0.2262873	63.14186	0.5463087	67.94912	0.3369272	67.89619	0	63.80756	0.7948718	69.93065	0.3180593	60.04174	0.7543859	64.24651	0.5490463	67.79791	0.5487805
ILMN_1840264	68.24577	0.1395973	80.06133	0.01897019	81.78667	0.01073826	74.37067	0.1118598	76.86692	0	85.06364	0.05263158	73.81682	0.171159	79.46488	0.03373819	75.23737	0.1076294	85.38985	0.04336043
ILMN_1914579	60.82742	0.4778523	61.67165	0.7208672	67.13116	0.3275168	71.86364	0.180593	61.05014	1	65.89791	0.7125506	79.8191	0.07142857	66.26519	0.4089069	68.61903	0.2861035	79.90693	0.1233062
ILMN_1861804	63.76218	0.3154362	76.38652	0.0501355	70.67636	0.1785235	68.34105	0.3207547	64.88482	0	74.96953	0.2699055	86.24139	0.01212938	80.9924	0.02564103	74.21682	0.1212534	67.68194	0.5609756
ILMN_1869647	59.44187	0.5718121	68.95896	0.2845528	57.0489	0.8510067	62.22929	0.7115903	75.48119	0	80.62341	0.120108	68.7234	0.4043127	64.92878	0.4804319	68.3788	0.2997275	73.46578	0.298103
ILMN_1871085	58.58093	0.6228188	58.39699	0.8712737	69.7551	0.2067114	72.9315	0.1469003	58.00916	1	71.85753	0.4089069	71.48329	0.2520216	74.42593	0.09581646	73.13601	0.1512262	69.60048	0.4512195
ILMN_1821155	67.24751	0.1771812	74.71136	0.08536585	65.16374	0.4375839	65.95813	0.4487871	65.23053	0	73.37372	0.3387314	71.98491	0.2291105	71.36929	0.168691	66.40633	0.4277929	79.9126	0.1233062
ILMN_1911091	64.98654	0.2738255	74.64742	0.08536585	67.3461	0.3181208	75.2364	0.09568733	67.5037	0	70.38997	0.4939271	75.57226	0.138814	63.87136	0.5290148	72.80955	0.1580382	81.84739	0.08672087
ILMN_1824767	65.19817	0.2563758	69.64754	0.2371274	79.22413	0.03087248	74.3529	0.1118598	69.00809	0	84.61043	0.05668016	65.71743	0.5862533	88.28899	0	85.51057	0.002724796	85.09628	0.04336043
ILMN_1909566	49.77367	0.9557047	57.70969	0.8834688	72.46266	0.1261745	66.82447	0.3989218	55.34796	1	70.64511	0.4790823	64.38028	0.6495957	52.37976	0.9784076	71.98811	0.1771117	71.17656	0.3794038
ILMN_1884246	69.81711	0.104698	71.29874	0.1815718	84.23961	0.001342282	72.51456	0.1590296	85.19935	0	94.07537	0.004048583	81.47633	0.03908356	76.04175	0.06747638	72.02354	0.1771117	84.88123	0.04336043
ILMN_1825144	56.47528	0.7463087	80.02781	0.01897019	72.14985	0.1342282	68.74267	0.2964959	60.06638	1	75.35944	0.2523617	79.6807	0.07277628	63.77477	0.5384616	69.39165	0.2547684	65.42052	0.6815718
ILMN_1838385	70.46975	0.09261745	74.24883	0.09756097	66.23413	0.3852349	70.83701	0.2142857	70.43268	0	73.48306	0.3387314	65.07237	0.6266847	67.79371	0.3414305	71.33044	0.1893733	70.44365	0.4214092
ILMN_1823630	65.5976	0.2375839	73.65374	0.1165312	62.96423	0.5597315	68.25385	0.3234501	64.70681	0	66.23116	0.6990553	68.14911	0.4299191	55.78103	0.9163293	67.8818	0.3378747	73.54556	0.2940379
ILMN_1819485	53.21233	0.8765101	59.74419	0.800813	57.34145	0.8389262	57.47635	0.9043127	58.44936	1	78.60477	0.1565452	73.87325	0.171159	65.56728	0.4466937	64.51737	0.5313352	59.21403	0.9200542
ILMN_1906842	63.71494	0.3181208	73.92576	0.1111111	70.97267	0.1704698	55.94354	0.9380054	74.1642	0	82.58099	0.08636977	75.71432	0.1361186	72.44156	0.1376518	69.89095	0.2384196	91.424	0.005420054
ILMN_1885366	64.87299	0.2751678	65.43351	0.49729	70.0452	0.2040268	73.57502	0.1334232	72.12688	0	78.09424	0.1727395	78.83469	0.08490566	57.44961	0.854251	69.01761	0.2683924	76.62595	0.199187
ILMN_1825109	59.64721	0.5543624	73.99707	0.1111111	67.46027	0.3140939	71.6716	0.1846361	67.35277	0	69.71389	0.5276653	63.02851	0.7169811	67.67782	0.3441296	78.84518	0.04359673	68.38427	0.5135502
ILMN_1832026	64.30249	0.3020134	75.68605	0.06504065	68.18408	0.285906	73.85757	0.1266846	58.19142	1	64.14272	0.780027	65.81273	0.5849057	61.69859	0.6747639	55.96662	0.9291553	63.96751	0.7371274
ILMN_1856680	68.27916	0.138255	77.68991	0.03523035	69.90666	0.2053691	69.97513	0.2398922	56.91452	1	79.99014	0.1282051	74.63446	0.1495957	64.70708	0.4912281	70.53008	0.2098093	64.39044	0.7195122
ILMN_1863730	64.49085	0.2912752	70.38161	0.2140921	67.97424	0.2912752	68.07558	0.328841	66.8644	0	85.01474	0.05263158	74.12589	0.1630728	63.47958	0.5506073	57.0717	0.8991826	77.20797	0.1883469
ILMN_1820481	51.15137	0.9275168	60.04958	0.7913279	57.85544	0.8228188	58.56841	0.8679245	62.37509	0	67.49773	0.6396761	68.60619	0.4110512	66.01424	0.4237517	65.07637	0.4945504	78.49133	0.1558266
ILMN_1892574	57.69823	0.6805369	64.76561	0.5352303	74.91807	0.08053691	65.19896	0.5080863	61.13638	0	71.4396	0.4291498	66.09944	0.5552561	76.33096	0.06477733	69.78285	0.2438692	75.15916	0.2411924
ILMN_1827721	65.35056	0.2510067	62.51905	0.6747968	64.34853	0.4845638	59.57454	0.8301887	48.97619	1	58.44511	0.9473684	59.92543	0.8436658	54.33268	0.9568151	55.22648	0.9455041	65.08997	0.6924119
ILMN_1876308	65.67834	0.2348993	74.50462	0.08943089	84.3063	0.001342282	72.19582	0.171159	69.82185	0	70.10278	0.508772	80.66494	0.04851752	70.72722	0.2010796	76.22682	0.08174387	69.52318	0.4552846
ILMN_1881780	65.19059	0.2563758	68.14188	0.3292683	61.74569	0.6268457	77.41585	0.05256065	78.85899	0	109.5826	0	79.08016	0.08355795	76.71222	0.05937922	68.86902	0.2752044	92.99668	0.00406504
ILMN_1901419	75.83391	0.03087248	86.46771	0	72.52939	0.1248322	495.1023	0	81.44893	0	121.945	0	68.45064	0.4150943	70.11012	0.2294197	158.1899	0	93.54758	0.002710027
ILMN_1914957	56.1656	0.7637584	66.42095	0.4336043	55.79622	0.8912752	64.15076	0.5822102	56.56362	1	73.42432	0.3387314	73.79516	0.171159	65.81924	0.4291498	69.66298	0.2493188	81.00799	0.09891599
ILMN_1871846	68.48083	0.1342282	75.53153	0.06639566	66.7601	0.3610738	68.248	0.3234501	66.52818	0	79.75053	0.1403509	65.3272	0.6105121	71.2314	0.1767881	70.17175	0.2275204	68.07364	0.5392954
ILMN_1908653	78.16253	0.01208054	77.45631	0.03658536	78.96527	0.03489933	79.3359	0.0309973	75.62856	0	65.38914	0.7368421	81.08414	0.04312668	69.3903	0.2618084	71.62379	0.1839237	78.91125	0.1490515
ILMN_1834049	59.70717	0.5530201	71.1424	0.1883469	57.81608	0.8228188	56.73093	0.9231806	54.85122	1	55.84061	0.9797571	67.64653	0.4609164	59.11896	0.7989204	63.12124	0.6008174	62.91349	0.7831978
ILMN_1830510	51.79376	0.9114094	72.16883	0.1463415	53.27903	0.957047	60.24893	0.7951483	61.12658	0	60.77152	0.9014845	64.00405	0.6657682	59.41927	0.7840756	58.95948	0.8310627	67.19778	0.5894309
ILMN_1905052	65.71741	0.2322148	69.23412	0.2710027	63.92384	0.504698	72.94304	0.1469003	52.66715	1	79.46758	0.1443995	75.10713	0.1415094	64.83498	0.4831309	64.34921	0.5463215	63.40723	0.7601626
ILMN_1855212	59.73347	0.5489933	64.05557	0.5731707	56.99586	0.8536913	54.0565	0.9609165	52.74129	1	73.75463	0.3279352	78.34549	0.08894879	68.28214	0.31444	69.22401	0.2615804	73.60912	0.2913279
ILMN_1817817	79.80364	0.008053691	74.71628	0.08401084	88.57839	0	85.82069	0	55.93877	1	70.83594	0.465587	68.93615	0.3908356	65.41959	0.4547908	75.25527	0.106267	77.95462	0.1639566
ILMN_1849527	52.48798	0.895302	58.40741	0.8712737	59.00933	0.7744966	54.75529	0.9555256	54.20663	1	60.12334	0.9176788	55.33811	0.9730458	65.95254	0.4251012	62.52225	0.6348774	66.76773	0.6138211
ILMN_1898374	66.09333	0.2268456	82.4802	0.005420054	74.9953	0.08053691	85.86813	0	64.6255	0	69.7699	0.5249662	74.66964	0.148248	73.84568	0.09986505	67.89584	0.3378747	72.66855	0.3252032
ILMN_1881893	71.2786	0.0738255	79.89929	0.0203252	66.333	0.3812081	68.12166	0.3274933	62.26046	0	85.63715	0.04453441	63.1291	0.7102426	74.0007	0.09716599	62.50039	0.6362398	80.11798	0.1205962
ILMN_1844547	52.62321	0.8899329	74.00807	0.1111111	69.35699	0.2281879	74.19463	0.1145553	67.19865	0	72.90446	0.363023	67.0309	0.5013477	65.89584	0.4264507	69.78916	0.2438692	80.73489	0.104336
ILMN_1875086	69.24519	0.1154362	61.9978	0.7046071	56.39207	0.8738255	74.38707	0.1118598	71.53003	0	79.13079	0.1484481	80.97803	0.0458221	73.79275	0.09986505	79.12094	0.03950954	61.58461	0.8468835
ILMN_1843968	56.00059	0.7744966	57.82225	0.8821138	67.50781	0.3140939	67.15153	0.37062	64.88081	0	73.42079	0.3387314	74.76969	0.1469003	60.99989	0.7098516	63.62816	0.5831063	76.5837	0.200542
ILMN_1916169	61.85443	0.4241611	76.419	0.0501355	55.15099	0.9087248	66.86696	0.3962264	49.59431	1	63.99404	0.7881241	68.73002	0.4043127	52.05552	0.9811066	65.44213	0.4782016	73.25879	0.300813
ILMN_1842836	57.61171	0.6859061	62.2631	0.6897019	62.73683	0.5731544	68.22771	0.3247978	61.36849	0	75.5615	0.2442645	63.71117	0.6792453	59.98193	0.7557355	62.83438	0.6239782	74.95631	0.2520325
ILMN_1897746	56.05463	0.7731544	66.66145	0.4173442	63.53387	0.5248322	64.01064	0.5916442	61.80002	0	76.30424	0.219973	75.81565	0.1320755	65.5815	0.4466937	77.72411	0.0613079	73.96768	0.2818428
ILMN_1859209	67.79851	0.1530201	62.96693	0.6490515	66.07204	0.3932886	62.24057	0.7115903	54.73903	1	70.50497	0.4871795	66.6879	0.5188679	57.80568	0.8421053	72.46901	0.1702997	61.82914	0.8306233
ILMN_1886791	58.23916	0.6469799	73.20852	0.1260163	56.70448	0.8671141	70.06596	0.2358491	65.54316	0	76.57438	0.2118758	64.18341	0.6576819	69.02928	0.2780027	71.07349	0.1975477	64.72433	0.7059621
ILMN_1831506	59.99404	0.5288591	73.82949	0.1124661	69.0441	0.2442953	79.69306	0.02964959	67.87443	0	80.18427	0.1241565	74.44453	0.1549865	80.64555	0.02564103	75.0537	0.1089918	73.86512	0.2845528
ILMN_1910162	54.62783	0.8268456	64.81458	0.5325204	68.09499	0.2885906	72.99062	0.1469003	55.84832	1	75.56853	0.2442645	67.42702	0.4690027	62.53988	0.6194332	57.52334	0.8841962	73.35935	0.298103
ILMN_1895199	69.5998	0.1114094	69.50279	0.2479675	67.18653	0.3234899	86.74995	0	67.28947	0	76.02329	0.2321188	71.7742	0.2358491	54.29979	0.9581646	69.48417	0.2547684	68.22629	0.5271003
ILMN_1894404	58.6474	0.6174496	63.68537	0.5934959	69.99414	0.2053691	59.75906	0.8167116	64.56264	0	66.80003	0.6815115	72.89246	0.1994609	60.7324	0.7206478	61.7994	0.6852861	68.01267	0.5447155
ILMN_1866523	49.05828	0.9677852	62.90247	0.6517615	63.10789	0.5463087	68.89418	0.2897574	54.78967	1	61.3851	0.8839406	63.27632	0.6994609	64.52556	0.4979757	62.42826	0.6430517	61.0776	0.8590786
ILMN_1872481	57.1843	0.6979866	71.59476	0.1693767	76.82919	0.05637584	55.54534	0.9447439	63.21508	0	63.4066	0.8191633	72.82614	0.2021563	66.93672	0.368421	64.73728	0.5177112	70.64974	0.4132791
ILMN_1848879	64.87428	0.2751678	65.57999	0.4850948	72.00035	0.138255	75.20491	0.09568733	82.54558	0	83.1447	0.07422403	71.38956	0.2574124	80.11012	0.02968961	74.5806	0.1185286	81.88195	0.08536585
ILMN_1863478	54.02167	0.8483222	61.60633	0.7235773	56.66142	0.8684564	60.61314	0.7857143	56.23935	1	64.31313	0.7705803	57.66438	0.9245283	61.38198	0.6963563	57.63827	0.880109	64.21925	0.7262872
ILMN_1916497	59.35209	0.5771812	65.17374	0.5135502	73.45438	0.1006711	68.67883	0.2991914	62.62094	0	65.12203	0.7462888	66.92938	0.5080863	69.62086	0.245614	67.02751	0.3882834	70.66833	0.4119241
ILMN_1815977	74.39748	0.04161074	65.32739	0.498645	71.00478	0.1704698	73.57233	0.1334232	57.8186	1	66.21988	0.7004049	69.11985	0.3787062	76.39189	0.0634278	67.54443	0.3569482	65.94228	0.6571816
ILMN_1897758	49.47839	0.9610738	70.05003	0.2262873	59.38872	0.7583892	66.83545	0.3989218	60.62731	1	61.57438	0.8785425	66.43531	0.5336927	64.56645	0.4966262	59.01031	0.8297003	73.52264	0.2940379
ILMN_1904786	56.85055	0.7234899	71.97765	0.1531165	74.25191	0.08859061	65.44663	0.490566	69.27863	0	80.17976	0.1241565	68.59293	0.4110512	76.86721	0.05668016	68.61363	0.2874659	66.68749	0.6165312
ILMN_1882779	73.77177	0.0442953	60.64384	0.7682927	56.39749	0.8738255	60.47839	0.7911051	58.871	1	95.69514	0	67.22343	0.4824798	64.34029	0.508772	70.77073	0.2016349	62.78537	0.7926829
ILMN_1840036	73.74332	0.0442953	89.4036	0	79.86969	0.02281879	79.85764	0.02560647	85.84588	0	94.2419	0.001349528	95.47689	0	84.30926	0.008097166	78.46404	0.05313351	91.72095	0.00406504
ILMN_1861992	51.93962	0.9087248	64.42156	0.5569106	61.09279	0.6751678	64.80099	0.5363882	59.5734	1	62.19698	0.8609986	61.90897	0.7641509	67.89491	0.3346829	57.89204	0.8705722	70.48906	0.4200542
ILMN_1867947	58.20694	0.652349	65.74249	0.4728997	65.11708	0.442953	60.18073	0.7951483	56.88728	1	66.75281	0.6842105	63.69106	0.680593	51.82466	0.9865047	68.32827	0.3024523	74.69361	0.2601626
ILMN_1834906	55.92676	0.7758389	65.59212	0.4850948	64.07368	0.4926175	65.99178	0.4447439	58.72133	1	72.23839	0.3940621	60.32178	0.8274933	72.92187	0.1241565	59.03416	0.8297003	75.63605	0.2303523
ILMN_1875098	66.63464	0.209396	79.90483	0.01897019	72.44576	0.1261745	73.30795	0.1415094	61.04095	1	68.05953	0.6140351	66.87749	0.509434	79.59577	0.03238866	60.95874	0.7370572	69.07661	0.4769648
ILMN_1898702	61.74014	0.4402685	69.69422	0.2344173	74.11062	0.08993289	61.45378	0.7520216	66.15186	0	63.47083	0.8164642	62.45353	0.7412399	74.80018	0.0877193	69.20842	0.2615804	77.91077	0.1639566
ILMN_1893398	54.58479	0.8281879	56.56229	0.9132791	58.10151	0.8161074	62.69045	0.6819407	57.7347	1	57.41629	0.9595141	63.55067	0.6886792	67.44228	0.3508772	55.90171	0.9305177	65.02301	0.693767
ILMN_1908048	65.32176	0.2563758	58.60516	0.8604336	65.3585	0.4308725	72.87256	0.1495957	56.62633	1	68.29817	0.6005398	77.57447	0.1024259	63.84676	0.5330634	66.53318	0.4237057	82.40195	0.07588076
ILMN_1875897	57.50928	0.6872483	66.82934	0.4078591	64.95879	0.4469799	63.29805	0.6455526	52.54342	1	69.54815	0.5411606	68.81889	0.4016173	61.19039	0.6990553	51.12018	0.993188	62.07684	0.8238482
ILMN_1902493	75.23559	0.03624161	82.47237	0.005420054	87.49433	0	77.02548	0.05929919	85.76424	0	87.56129	0.02968961	93.29472	0	87.09	0	88.56627	0	87.42306	0.0203252
ILMN_1847220	65.00852	0.2711409	65.9554	0.4593496	68.17699	0.285906	70.21381	0.2345013	76.70915	0	77.00809	0.2091768	76.94817	0.1118598	72.4953	0.1363023	85.07126	0.002724796	70.09917	0.4281843
ILMN_1845312	66.15482	0.2241611	66.54135	0.4268293	66.06189	0.3946309	78.74922	0.03504043	73.71471	0	70.33397	0.4966262	70.48794	0.2897574	65.61442	0.4453441	66.20878	0.4386921	75.58409	0.2317073
ILMN_1829472	53.43817	0.8738255	68.01052	0.3346883	54.84033	0.9194631	62.03238	0.7250674	69.32008	0	76.73094	0.2118758	85.87528	0.01347709	73.00116	0.120108	75.04211	0.1089918	79.30129	0.1409214
ILMN_1879685	49.89658	0.9516779	81.82749	0.006775068	63.29911	0.5369127	78.40044	0.04312668	58.15527	1	94.67172	0	69.01072	0.3854447	72.41438	0.1390014	65.21979	0.4850136	79.92277	0.1233062
