# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).												
# The Matrix table should include non-normalized signal count data and detectip p-value												
"# Values that should be disregarded may either be left blank or labeled as ""null""."												
	GSM998616		GSM998617		GSM998618		GSM998619		GSM998620		GSM998621	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval
ILMN_1799485	62.31145	0.286285	76.70467	0.1499331	69.82625	0.2342704	64.738	0.4072096	73.23466	0.1042781	77.10669	0.03095558
ILMN_1681674	91.82856	0	149.3465	0	142.5515	0	132.2532	0	88.96661	0	106.8406	0
ILMN_1713750	69.11547	0.07456724	67.07551	0.4993307	64.2795	0.5033467	68.6411	0.2323097	74.69767	0.07486631	65.87399	0.3728129
ILMN_1672074	62.39294	0.2836218	92.02035	0	73.33279	0.1311914	66.12804	0.3311082	69.40325	0.2433155	69.25167	0.2341857
ILMN_1738867	59.89878	0.4354194	72.86073	0.2516734	73.10498	0.1392236	64.78143	0.4058745	65.42854	0.4171123	72.94744	0.1224764
ILMN_2209614	60.94116	0.3648469	76.78592	0.1499331	83.35583	0.01874163	65.20068	0.3845127	72.08559	0.1363636	65.90002	0.371467
ILMN_1735274	63.02218	0.2583222	65.02134	0.6184739	71.91613	0.1700134	59.16082	0.7383177	70.77592	0.1858289	66.26805	0.3566622
ILMN_1683417	58.94944	0.4913449	69.69032	0.3935743	71.47354	0.1847389	75.98512	0.0493992	70.94975	0.1818182	69.1225	0.2382234
ILMN_1731085	57.34328	0.5832224	62.57449	0.7336011	56.45002	0.8821955	60.09641	0.6782377	53.90026	0.9385027	65.0121	0.4158816
ILMN_1706536	59.28061	0.4713715	85.83875	0.02008032	66.58614	0.3681392	72.50768	0.105474	78.63594	0.02807487	97.60429	0
ILMN_1769703	86.28257	0	81.08215	0.06827309	87.40765	0	76.22909	0.04672897	87.90869	0	85.26938	0
ILMN_1693665	83.05177	0	73.26337	0.2342704	73.20322	0.1365462	75.86777	0.05073431	75.97227	0.05347594	79.2826	0.02288022
ILMN_1799569	78.78207	0	103.503	0	68.47488	0.2945114	77.83122	0.03604807	62.36449	0.5815508	65.8297	0.3728129
ILMN_1746362	69.23627	0.07323568	84.39185	0.03480589	58.88458	0.793842	66.81543	0.305741	54.41875	0.9278075	63.42688	0.5033647
ILMN_1804885	53.43015	0.8015979	63.23726	0.7001339	56.05291	0.8942437	57.62209	0.7970628	67.76212	0.3008021	67.32014	0.3068641
ILMN_1678440	60.03431	0.4260985	70.01212	0.3761714	62.94415	0.583668	63.33195	0.4886515	68.78754	0.2606952	67.83468	0.2853298
ILMN_1770994	84.18015	0	136.8782	0	104.5713	0	98.73957	0	147.8807	0	76.89124	0.03364738
ILMN_1674747	63.04037	0.2569907	77.26126	0.1392236	70.88868	0.2034806	64.96769	0.3911883	68.02988	0.2954545	73.99193	0.09152086
ILMN_1677764	70.01501	0.06391478	83.14056	0.04685408	69.64116	0.2409639	74.3859	0.06408545	72.83958	0.1149733	86.72392	0
ILMN_1815953	67.9213	0.09454061	80.3309	0.08299866	85.77276	0	93.35239	0	72.25397	0.1323529	79.93597	0.02153432
ILMN_1742607	68.05878	0.08921438	77.44051	0.1352075	65.3993	0.4404284	64.34858	0.4285714	69.59948	0.2326203	68.60167	0.2503365
ILMN_1659631	72.90775	0.02929427	79.04538	0.1057564	73.82966	0.1231593	82.54353	0.00400534	72.02191	0.1390374	57.06037	0.8425303
ILMN_1679545	61.272	0.3408788	78.12417	0.1231593	80.90718	0.02945114	73.30677	0.08411215	64.70427	0.4585561	76.09505	0.04710633
ILMN_1773952	62.10353	0.298269	72.50129	0.270415	75.23232	0.09772423	66.38319	0.3230975	64.60287	0.46123	74.50985	0.0794078
ILMN_1657421	60.94323	0.3648469	69.15861	0.4136546	63.32346	0.5649264	70.14314	0.1789052	71.50139	0.157754	68.99799	0.243607
ILMN_1709065	69.61413	0.07190413	79.24702	0.1017403	75.64706	0.08701473	80.94891	0.009345794	83.98275	0.009358289	73.33144	0.1076716
ILMN_1663081	63.42275	0.2343542	100.3976	0	76.97836	0.06827309	67.76785	0.2603471	85.04594	0.005347594	70.75885	0.1816958
ILMN_2402930	1127.085	0	12150.93	0	4112.691	0	5545.221	0	6121.732	0	4456.438	0
ILMN_2402936	58.04982	0.5419441	117.1065	0	63.79308	0.5341365	76.5595	0.04539386	76.15523	0.04946524	74.49316	0.0794078
ILMN_1699015	947.6382	0	11096.22	0	3726.258	0	5362.846	0	5624.911	0	3701.587	0
ILMN_1689712	430.2777	0	3088.094	0	1671.446	0	1576.103	0	740.3097	0	1695.884	0
ILMN_1713764	71.16798	0.04660453	317.2731	0	86.84896	0	183.5098	0	106.7873	0	429.2153	0
ILMN_1690295	75.71591	0.01065246	442.6645	0	133.0681	0	162.8392	0	139.3823	0	113.4436	0
ILMN_1741507	58.75039	0.494008	63.95451	0.6680053	57.14303	0.8647925	85.42681	0	67.18858	0.3195187	69.52412	0.2220727
ILMN_1701112	55.6492	0.6790946	55.01306	0.9384204	66.37959	0.37751	48.05105	0.9959947	61.97893	0.6002674	53.47984	0.9407806
ILMN_1769644	74.7942	0.01198402	81.64047	0.06157965	69.96373	0.2289157	77.45194	0.03604807	72.91787	0.1136364	73.86853	0.09555855
ILMN_1815658	74.39329	0.01464714	102.6496	0	81.77657	0.0227577	65.70656	0.3591455	77.32088	0.03877005	74.0732	0.08882907
ILMN_1698043	53.26924	0.8069241	69.09141	0.4136546	64.52782	0.4926372	82.47873	0.00400534	65.49606	0.4117647	60.0906	0.6931359
ILMN_1698578	73.88313	0.01997337	95.48445	0	87.20689	0	103.9236	0	94.1294	0	98.77776	0
ILMN_1715536	53.82515	0.7802929	56.4334	0.91834	64.08289	0.5207497	57.03333	0.8144192	60.43429	0.6911765	55.53216	0.8936743
ILMN_1745684	61.25793	0.3422104	66.58411	0.5301205	71.94699	0.1700134	60.45393	0.6542056	50.85655	0.9852941	56.19026	0.8775235
ILMN_1797764	92.61733	0	156.7078	0	79.64352	0.04149933	126.1784	0	99.81615	0	140.6293	0
ILMN_1673296	62.21948	0.2916112	63.68704	0.6813923	64.18178	0.5113788	71.91592	0.1214953	62.66696	0.5681818	58.13353	0.8008075
ILMN_1765032	112.8353	0	317.1888	0	108.6106	0	232.4427	0	124.3781	0	137.5701	0
ILMN_1809146	75.03133	0.01198402	70.0101	0.3761714	63.9497	0.5274431	68.27508	0.2483311	73.70618	0.09358289	69.70434	0.2139973
ILMN_1803749	62.92368	0.2583222	77.25271	0.1392236	66.87705	0.3534136	78.02316	0.03604807	62.55175	0.5721925	61.73874	0.5881561
ILMN_1788951	61.30905	0.3395473	74.41919	0.2074967	74.2916	0.1097724	60.22722	0.6648865	65.96121	0.3903743	78.78078	0.02288022
ILMN_1675237	47.01981	0.9840213	73.70555	0.2195448	59.61393	0.7617135	59.437	0.7196262	58.22947	0.7967914	55.70568	0.8855989
ILMN_1791597	69.18416	0.07456724	88.64342	0.008032128	69.7485	0.2382865	67.35867	0.2857143	75.1159	0.06550802	79.41413	0.02153432
ILMN_1740443	86.32641	0	79.69541	0.09370816	75.23522	0.09772423	78.86496	0.02803738	75.29785	0.06016043	77.59886	0.0269179
ILMN_1761281	89.06713	0	141.9193	0	190.0172	0	171.1801	0	186.0243	0	75.16822	0.06864065
ILMN_1797047	61.71987	0.3169108	79.53826	0.09504686	72.8057	0.1472557	71.76643	0.1255007	71.72128	0.1510695	83.30312	0.001345895
ILMN_1768298	63.78036	0.2170439	68.24943	0.4484605	66.86615	0.3534136	62.10192	0.5447263	62.39998	0.578877	68.58938	0.2516824
ILMN_1716601	65.83735	0.1358189	86.73264	0.01874163	69.71461	0.2396252	66.04053	0.3377837	70.76501	0.1858289	67.23843	0.3122476
ILMN_1683498	4318.316	0	20471.39	0	13338.65	0	14067.77	0	10752.88	0	14544.49	0
ILMN_1693523	66.82784	0.114514	94.34953	0	70.28389	0.2141901	73.72371	0.0787717	80.94021	0.02005348	98.65671	0
ILMN_1711492	66.73033	0.114514	94.90027	0	75.61188	0.08701473	85.52456	0	82.91312	0.01203209	85.97069	0
ILMN_1705148	59.50208	0.4620506	67.60397	0.4846051	77.61712	0.06024097	54.25334	0.8985314	61.68978	0.6149732	55.90919	0.8788695
ILMN_1774390	60.01495	0.4274301	60.4388	0.8179384	66.98959	0.352075	63.76557	0.459279	63.56159	0.5227273	63.25518	0.5100942
ILMN_1662569	61.22087	0.3422104	68.14923	0.4551539	89.41789	0	72.5346	0.105474	76.68353	0.04545455	75.57607	0.05921938
ILMN_1730616	62.69345	0.26498	75.53088	0.1847389	71.29077	0.188755	64.86015	0.3991989	72.56812	0.1229947	64.91459	0.4239569
ILMN_1714808	104.0225	0	71.19083	0.3279786	85.98496	0	79.53038	0.02136182	79.70107	0.02673797	144.7386	0
ILMN_1670832	51.94873	0.8601864	67.45882	0.4886211	62.42217	0.6104417	55.06847	0.8731642	52.17118	0.9692513	51.46902	0.9730821
ILMN_1719579	67.00536	0.1091878	85.40961	0.02543507	78.44617	0.04685408	71.59926	0.129506	78.26142	0.03342246	81.68783	0.01615074
ILMN_1809404	56.66092	0.6271638	61.71229	0.7697456	63.60358	0.5448461	67.55794	0.2763685	70.76761	0.1858289	61.8527	0.5814266
ILMN_1742163	3463.321	0	4330.435	0	3629.773	0	3128.839	0	3114.555	0	6947.168	0
ILMN_1714286	57.23911	0.5858855	67.449	0.4899598	65.16888	0.4511379	59.72754	0.6995994	59.22306	0.75	61.64358	0.5935397
ILMN_1766345	58.81577	0.4926764	61.85722	0.7657296	61.53404	0.6613119	59.47819	0.7142857	61.53666	0.6203209	66.54385	0.3378196
ILMN_1692466	62.4589	0.276964	85.62505	0.02409638	85.5972	0	63.49369	0.4739653	80.80412	0.02005348	64.38456	0.4441454
ILMN_1771494	67.98483	0.09454061	76.64349	0.1512718	71.67961	0.1793842	73.88612	0.07610147	74.26695	0.0842246	72.37447	0.1386272
ILMN_1796268	61.739	0.3169108	68.17974	0.4524766	59.76595	0.7483267	73.48723	0.08010681	68.00491	0.2954545	68.16123	0.269179
ILMN_1681076	50.97317	0.8934754	72.74647	0.2543507	63.34845	0.5635877	62.39652	0.5340454	52.93806	0.9572192	68.49997	0.2543741
ILMN_1807579	61.39977	0.334221	76.95544	0.1485944	74.90075	0.09906292	79.99709	0.01869159	82.23624	0.01470588	73.42665	0.1049798
ILMN_2146233	54.26965	0.7563249	68.9399	0.4257028	61.32341	0.6720214	65.76356	0.3551402	67.52888	0.3101604	53.64714	0.9380888
ILMN_1795744	74.74284	0.01198402	85.72849	0.02141901	70.00659	0.227577	72.94835	0.09479306	75.16917	0.06550802	70.71056	0.1816958
ILMN_1778111	155.9393	0	101.4941	0	147.023	0	155.123	0	146.0159	0	176.7909	0
ILMN_1697123	82.10771	0	91.66525	0	97.06266	0	87.73586	0	93.75072	0	78.39005	0.02557201
ILMN_1758205	60.32818	0.4087883	69.03056	0.4216867	73.38064	0.1298527	67.63277	0.2696929	73.94165	0.09090909	60.11543	0.69179
ILMN_1684730	56.21274	0.6524634	64.63024	0.6331995	56.87424	0.8741633	70.85894	0.1615487	69.47327	0.2393048	74.60919	0.07671601
ILMN_1778980	65.63616	0.138482	78.36272	0.1178045	74.251	0.1111111	82.90253	0.002670227	83.52338	0.009358289	75.80601	0.0538358
ILMN_1743755	87.25352	0	419.3524	0	187.8011	0	138.5771	0	199.278	0	155.1244	0
ILMN_1777650	79.31887	0	83.97101	0.03748327	82.92905	0.02141901	88.07684	0	88.83349	0	92.25554	0
ILMN_1767514	80.09723	0	102.5825	0	127.9765	0	119.1664	0	208.1804	0	177.6655	0
ILMN_1651727	60.36546	0.4034621	67.89175	0.4738956	54.55884	0.935743	57.66689	0.7957276	66.34768	0.3663101	84.60595	0
ILMN_2103739	54.99498	0.7296938	63.74694	0.6760375	56.79766	0.8741633	58.6282	0.7556742	59.75521	0.7179145	65.8107	0.3741588
ILMN_2066849	76.59978	0.009320905	111.7185	0	141.4523	0	99.47193	0	94.47168	0	89.99488	0
ILMN_1737346	60.36186	0.4047936	59.53524	0.8406961	52.28917	0.9692101	53.19609	0.9265687	58.05148	0.8114973	60.23413	0.6837147
ILMN_1742967	52.39831	0.8442077	57.13437	0.9036145	60.52891	0.712182	53.7151	0.917223	69.13237	0.2526738	52.93542	0.9515478
ILMN_1696600	58.12575	0.5352863	64.52013	0.6412316	67.52708	0.3266399	58.43807	0.76502	69.88267	0.2192513	52.38308	0.9569314
ILMN_1781886	51.49286	0.8748336	83.68636	0.04016064	62.22733	0.6198126	57.52479	0.8024032	57.71039	0.828877	61.80904	0.5841184
ILMN_1715546	64.93235	0.1744341	133.0156	0	97.66984	0	93.57381	0	95.05744	0	80.71338	0.02018842
ILMN_1788439	110.4223	0	78.71899	0.1124498	96.73676	0	77.30975	0.03738318	93.11207	0	64.80768	0.4266487
ILMN_1652646	77.51141	0.003994674	79.19399	0.1017403	78.2804	0.04685408	70.74104	0.1655541	60.73179	0.6751337	72.9724	0.1211305
ILMN_1676200	50.26861	0.9147803	61.96226	0.7617135	58.73561	0.7965194	52.84141	0.9359146	52.34764	0.9679145	61.77102	0.5868102
ILMN_1667452	58.05947	0.5406125	73.54246	0.2235609	70.04183	0.2262383	66.61873	0.3110814	73.42886	0.09625668	69.81391	0.2113055
ILMN_1747466	70.30786	0.06258322	82.24474	0.0562249	80.46725	0.03212851	72.98782	0.09479306	81.87273	0.01604278	72.23841	0.1399731
ILMN_1663962	54.76034	0.7363515	64.50916	0.6412316	61.85868	0.6398929	72.75011	0.1014686	64.82048	0.4545455	63.06692	0.5208614
ILMN_1732644	67.13795	0.1065246	68.49767	0.437751	72.58573	0.1566265	85.09589	0	72.3817	0.1256685	65.29821	0.3997308
ILMN_1710200	59.20084	0.4727031	69.41288	0.4002678	70.406	0.2128514	64.8849	0.3978638	80.16611	0.02406417	63.88041	0.4751009
ILMN_1749907	68.56715	0.07989348	106.9823	0	87.71982	0	87.37755	0	78.61732	0.02941176	88.81568	0
ILMN_1707685	63.94552	0.2063915	64.323	0.643909	67.43421	0.3293173	60.27955	0.6622163	69.8021	0.2245989	67.97097	0.2772544
ILMN_1681160	61.95901	0.3049268	70.45953	0.3587684	60.04992	0.7322624	64.96815	0.3911883	67.21841	0.3195187	66.2168	0.359354
ILMN_1788742	2705.486	0	24543.08	0	8975.745	0	10450	0	9126.147	0	12916.91	0
ILMN_1672113	62.61808	0.2716378	73.35447	0.2302544	67.60966	0.3226238	66.28635	0.3271028	65.21696	0.4251337	69.72006	0.2139973
ILMN_2144352	51.5451	0.873502	67.98312	0.4631861	65.18964	0.4511379	60.10819	0.6782377	52.63398	0.9585562	69.38768	0.2274563
ILMN_2171597	63.70538	0.2210386	66.1909	0.5582329	66.24165	0.3828648	64.71104	0.4085447	65.00941	0.4398396	62.75947	0.538358
ILMN_2171596	76.00522	0.01065246	68.51605	0.437751	75.59528	0.08701473	73.79475	0.07610147	75.28567	0.06149733	90.43259	0
ILMN_1662397	56.84955	0.6125166	61.83168	0.7670683	56.91864	0.8728246	57.30832	0.8064085	58.58427	0.7740642	55.44404	0.8950202
ILMN_1675258	149.8925	0	210.0199	0	416.3581	0	354.017	0	245.8192	0	208.2914	0
ILMN_1763999	64.14531	0.1984021	92.9416	0	70.0202	0.2262383	64.16106	0.4379172	62.70622	0.5681818	68.42064	0.257066
ILMN_2278335	56.46202	0.6364847	70.26324	0.3694779	68.34185	0.2971888	58.44716	0.76502	65.91841	0.3930481	61.1305	0.6258412
ILMN_2231608	88.02565	0	95.07629	0	78.77549	0.04685408	87.68925	0	90.22973	0	165.6691	0
ILMN_1764697	65.80904	0.1371505	84.72521	0.0334672	64.80292	0.4738956	62.10636	0.5447263	69.69068	0.2272727	64.27482	0.4495289
ILMN_1658018	60.20225	0.4101198	53.94584	0.9558233	63.74138	0.5368139	59.22253	0.7329773	65.84676	0.394385	63.9112	0.4724092
ILMN_1723953	82.26228	0	95.85399	0	72.87793	0.145917	83.92578	0.001335114	73.99707	0.08957219	67.8504	0.2839839
ILMN_1805993	75.51311	0.01198402	74.88213	0.2008032	72.48392	0.1579652	74.92394	0.05740988	62.37717	0.5802139	68.21571	0.2678331
ILMN_1664629	59.81563	0.4407457	59.96811	0.8313253	54.96991	0.9317269	60.28969	0.6622163	64.81818	0.4545455	67.56064	0.2974428
ILMN_1778220	58.14402	0.5339547	77.5542	0.1338688	62.53012	0.6037483	80.38935	0.01468625	72.25356	0.1323529	69.96563	0.2059219
ILMN_1669532	70.34848	0.06125166	75.21239	0.1927711	68.55736	0.2891566	72.31587	0.1134846	68.05575	0.2954545	71.8728	0.1547779
ILMN_1664937	61.12205	0.3515313	65.74024	0.5823293	68.0838	0.3052209	68.96219	0.2149533	57.46071	0.8382353	62.82549	0.538358
ILMN_1717884	55.14918	0.7150466	78.62749	0.1124498	57.21021	0.8607764	63.30726	0.4913218	70.14739	0.2058824	57.91301	0.8129206
ILMN_1675099	68.97094	0.07723036	80.93331	0.07095047	68.13297	0.3038822	73.92884	0.07476635	77.6664	0.03475936	63.40995	0.5033647
ILMN_1660797	78.41676	0	112.3568	0	95.11562	0	84.88764	0	83.30436	0.01069519	88.56606	0
ILMN_1748555	62.64977	0.2676432	62.69154	0.729585	67.32497	0.3319947	69.66337	0.1909212	69.41695	0.2419786	66.04702	0.3674293
ILMN_1751044	63.83491	0.2090546	69.04613	0.420348	66.20117	0.3842035	64.4322	0.423231	68.97506	0.2566845	65.95422	0.3701211
ILMN_1658938	69.34325	0.07323568	71.12278	0.330656	72.44374	0.1579652	80.23129	0.01468625	61.51685	0.6203209	62.33604	0.5612382
ILMN_1784891	62.88193	0.2596538	70.98723	0.3373494	67.54922	0.3239625	71.31894	0.1375167	69.41708	0.2419786	64.94415	0.4185733
ILMN_1762215	61.80815	0.3129161	60.75247	0.8032129	60.29977	0.7228916	63.34246	0.4873164	65.53291	0.4090909	73.97616	0.09286676
ILMN_1761361	63.83234	0.2117177	73.58881	0.2235609	73.16058	0.1378849	64.50966	0.4192256	64.34564	0.4745989	57.5238	0.8250337
ILMN_1779713	46.80316	0.9866844	74.53188	0.206158	55.27508	0.9170014	60.60138	0.6461949	64.57065	0.4625669	59.51122	0.7254374
ILMN_1771723	74.83273	0.01198402	68.12685	0.4578313	77.58257	0.06024097	71.30534	0.1375167	75.54739	0.05614973	68.45477	0.25572
ILMN_2159290	56.27938	0.6471372	58.21199	0.8808568	52.64763	0.9651941	57.08895	0.811749	56.76826	0.8582888	65.62125	0.3795424
ILMN_1654452	66.26031	0.1251664	67.33038	0.4953146	70.64133	0.206158	69.02526	0.212283	67.90573	0.2967914	68.96516	0.243607
ILMN_1674486	83.52661	0	120.3983	0	113.0547	0	138.0987	0	144.0089	0	140.528	0
ILMN_1741079	57.8347	0.5552596	84.36372	0.03480589	71.98869	0.1700134	58.77687	0.7503338	55.71849	0.8970588	78.29668	0.02557201
ILMN_1659273	86.04028	0	211.9783	0	138.7463	0	145.503	0	191.4372	0	181.7534	0
ILMN_1723210	64.8772	0.1797603	69.2462	0.4096386	71.59275	0.1807229	76.17863	0.04806409	76.0926	0.05080214	70.96271	0.179004
ILMN_1671682	57.01411	0.6045273	74.84995	0.2008032	59.79799	0.7483267	49.81729	0.9759679	61.36987	0.6283423	63.05965	0.5222073
ILMN_1724398	48.21547	0.966711	61.62401	0.7737617	58.84316	0.7951807	58.62314	0.7556742	62.71075	0.5668449	52.01713	0.9663526
ILMN_1679184	75.40586	0.01198402	80.06581	0.08701473	67.73371	0.3172691	123.6935	0	107.2483	0	79.37785	0.02288022
ILMN_1665210	75.15771	0.01198402	75.78388	0.1726908	68.72863	0.2811245	55.51863	0.8624833	73.77977	0.09224599	60.56897	0.6608344
ILMN_1793430	61.25007	0.3422104	78.88444	0.1084337	67.2394	0.3373494	74.66608	0.06141522	70.06119	0.209893	75.09428	0.06998654
ILMN_1762977	55.37172	0.6937417	76.39113	0.1566265	72.60885	0.1552878	57.0659	0.811749	56.79353	0.8582888	68.34058	0.2611036
ILMN_1718034	69.73982	0.06924101	75.11444	0.1954485	76.95943	0.06827309	76.8073	0.04272363	64.06921	0.4959893	69.11317	0.2382234
ILMN_1733360	59.35002	0.4700399	72.03848	0.291834	67.74967	0.3172691	57.27011	0.8090788	62.74842	0.565508	66.99458	0.3189771
ILMN_1702496	70.85015	0.05326232	190.9514	0	67.93098	0.3105756	71.97456	0.1214953	82.75571	0.01203209	65.91033	0.371467
ILMN_1795673	59.6242	0.4567244	73.60242	0.2235609	61.12589	0.6800535	62.72622	0.5166889	60.53414	0.6818182	60.48709	0.6648722
ILMN_1814007	60.96394	0.3621837	63.75964	0.6746988	59.54094	0.768407	59.28362	0.7263017	66.47073	0.3596257	67.06197	0.3162853
ILMN_1756130	62.5141	0.2743009	67.47443	0.4886211	65.2887	0.4511379	72.04714	0.1188251	86.73361	0	62.48259	0.5531629
ILMN_1674201	54.87484	0.7336884	98.97654	0	79.58115	0.04149933	101.367	0	71.20152	0.1671123	72.09256	0.1467026
ILMN_1703881	60.90516	0.3688416	61.8428	0.7670683	65.15335	0.4511379	79.41653	0.02403204	113.6221	0	85.33141	0
ILMN_1699059	57.77977	0.5579228	69.70128	0.3922356	59.1388	0.7817938	73.97325	0.07343124	74.32827	0.0828877	57.59972	0.820996
ILMN_1781275	62.54612	0.2729694	72.98983	0.2436412	79.24735	0.04149933	79.8351	0.01869159	78.47948	0.03074866	80.94603	0.01884253
ILMN_1781490	65.41299	0.150466	76.68764	0.1499331	70.25706	0.2182062	65.36344	0.3791722	68.4809	0.2794118	77.29514	0.0282638
ILMN_1716935	74.08838	0.01997337	75.21042	0.1927711	71.58969	0.1807229	67.91921	0.2576769	65.45147	0.4171123	72.44852	0.1345895
ILMN_1689120	61.08191	0.3528628	70.1938	0.3694779	62.34698	0.6144578	65.20184	0.3845127	53.3767	0.947861	63.27628	0.5074024
ILMN_2203266	68.42071	0.08255659	69.61352	0.394913	70.52859	0.2074967	72.2878	0.1134846	72.68601	0.1203209	60.96505	0.6285329
ILMN_1730744	62.89597	0.2583222	69.15408	0.4136546	71.16343	0.1967871	61.59563	0.5740988	66.19635	0.3716578	59.83649	0.705249
ILMN_2221063	64.01457	0.2023968	66.00254	0.5676038	74.23569	0.1111111	64.6259	0.4152203	78.37293	0.03074866	75.25874	0.06594886
ILMN_1696886	79.55313	0	95.7321	0	73.27132	0.1338688	80.22211	0.01468625	85.2461	0.005347594	78.89458	0.02288022
ILMN_2129734	54.95853	0.7323568	57.37627	0.8982597	60.32213	0.7228916	54.96523	0.8811749	59.28401	0.7446524	59.37457	0.730821
ILMN_1731707	70.13827	0.06391478	78.34562	0.1178045	63.03933	0.5809906	74.19917	0.06675567	65.77863	0.3957219	67.73118	0.2920592
ILMN_1761445	65.82507	0.1371505	67.45549	0.4886211	71.6404	0.1807229	67.06666	0.2923898	70.96156	0.1804813	85.07801	0
ILMN_1660824	68.16509	0.0852197	79.32265	0.1017403	73.79999	0.1231593	64.59022	0.4152203	63.53734	0.5227273	65.02997	0.4145357
ILMN_1677416	74.58172	0.01331558	86.85609	0.01740295	94.61968	0	76.0663	0.0493992	80.76618	0.02005348	78.87454	0.02288022
ILMN_1720242	75.29842	0.01198402	74.56614	0.206158	81.45455	0.02811245	82.99683	0.001335114	82.32001	0.01470588	81.69633	0.01615074
ILMN_1765341	59.41377	0.4660453	76.81762	0.1499331	69.27193	0.2556894	62.28003	0.5380507	67.84911	0.2981283	75.20422	0.06864065
ILMN_1723702	67.76285	0.09853528	63.30387	0.6961178	75.66106	0.08701473	72.5396	0.105474	79.94812	0.02673797	78.20324	0.02557201
ILMN_1725455	58.35196	0.5126498	71.51696	0.3145917	61.74621	0.6519411	59.60806	0.7036048	56.86781	0.855615	61.4607	0.6096904
ILMN_1783959	66.57854	0.1211718	74.14436	0.210174	66.01271	0.3962517	61.73148	0.564753	69.07958	0.2526738	74.92836	0.07133244
ILMN_1800562	75.62467	0.01065246	104.3635	0	70.3827	0.2128514	77.54906	0.03604807	68.41569	0.2820856	65.0871	0.4131898
ILMN_1709024	66.34437	0.1251664	68.41637	0.4417671	67.89629	0.3119143	79.08858	0.02536716	73.35732	0.09893048	63.23716	0.512786
ILMN_1669350	69.78189	0.06924101	68.01313	0.4618474	74.59649	0.107095	72.5198	0.105474	69.6948	0.2272727	79.30117	0.02288022
ILMN_1743943	78.42208	0	84.90592	0.03212851	77.40399	0.06425703	90.97697	0	80.28583	0.02272727	81.75436	0.01615074
ILMN_2110829	61.02209	0.3581891	79.9851	0.08701473	82.14336	0.0227577	80.74763	0.009345794	71.96922	0.1430481	73.86168	0.09555855
ILMN_1799920	66.51273	0.1211718	68.4073	0.4444444	57.59608	0.8433735	57.71661	0.7917223	64.14727	0.4893048	68.95895	0.243607
ILMN_1718166	51.07502	0.8881491	59.33665	0.8487282	65.66438	0.416332	61.03421	0.6168224	64.23652	0.486631	67.03849	0.3176312
ILMN_1657285	51.97786	0.8601864	77.67752	0.1311914	69.14904	0.2610442	69.05097	0.2096128	65.65851	0.4024064	70.61246	0.1843876
ILMN_1703337	210.927	0	387.7012	0	561.1274	0	541.4402	0	631.9276	0	994.0042	0
ILMN_1677076	70.96652	0.05326232	60.91168	0.7925034	65.02426	0.4618474	69.20355	0.2029372	75.28909	0.06149733	67.31799	0.3068641
ILMN_1771757	83.33849	0	70.56342	0.3574297	83.07683	0.02141901	78.92	0.02803738	72.0593	0.1377005	102.9319	0
ILMN_1810803	65.49742	0.1438083	72.37324	0.2757697	63.99443	0.5247657	80.65347	0.01068091	82.07001	0.01604278	69.66837	0.2153432
ILMN_1689036	61.1421	0.3515313	56.14344	0.9196787	66.5519	0.3708166	53.45236	0.9198932	58.22428	0.7981284	63.12389	0.5168237
ILMN_1689420	58.33888	0.5153129	75.60641	0.1807229	69.0807	0.2677376	65.27213	0.3831776	57.11759	0.8516043	75.03181	0.06998654
ILMN_1667062	68.36389	0.08255659	75.75964	0.1740295	76.6456	0.06827309	62.58427	0.5260347	69.72195	0.2272727	74.06675	0.08882907
ILMN_1669647	64.02015	0.2023968	63.89845	0.6706827	63.20549	0.5729585	68.99358	0.2149533	73.06507	0.1069519	62.82524	0.538358
ILMN_1782994	70.37724	0.06125166	81.88924	0.05890227	77.3886	0.06425703	65.22738	0.3831776	64.80546	0.4558823	78.99858	0.02288022
ILMN_1741701	79.06208	0	66.97649	0.5060241	77.16113	0.06559572	74.8917	0.06008011	67.91515	0.2967914	80.97192	0.01884253
ILMN_1682454	63.74892	0.2183755	70.01587	0.3761714	61.6058	0.6559572	65.66824	0.3618158	64.19774	0.4879679	70.65337	0.1830417
ILMN_1683604	51.11399	0.8868176	84.88457	0.03212851	71.48594	0.1847389	65.70828	0.3591455	59.34486	0.7406417	59.03138	0.756393
ILMN_1813239	72.15381	0.03328895	76.2506	0.1606426	77.81825	0.05890227	72.49338	0.105474	89.1287	0	75.5795	0.05921938
ILMN_1708608	51.53618	0.873502	59.82446	0.832664	58.42451	0.8099063	56.65615	0.8371162	66.00115	0.3877005	58.95588	0.7658142
ILMN_1685353	83.22572	0	79.69207	0.09370816	76.88491	0.06827309	67.59653	0.271028	83.04815	0.01203209	78.58002	0.02422611
ILMN_1652799	48.29097	0.9640479	54.1634	0.9531459	73.11136	0.1392236	64.89	0.3978638	60.71046	0.6751337	64.00274	0.4643338
ILMN_1796285	72.89693	0.02929427	74.12503	0.210174	66.5328	0.3708166	70.35828	0.1708945	76.52485	0.04545455	68.45245	0.25572
ILMN_1713394	4158.093	0	33888.77	0	18108.47	0	16662.83	0	14337.97	0	12213.57	0
