# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).												
# The Matrix table should include non-normalized signal count data and detectip p-value												
"# Values that should be disregarded may either be left blank or labeled as ""null""."												
	GSM998616		GSM998617		GSM998618		GSM998619		GSM998620		GSM998621	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval
ILMN_2331636	141.4666	0	464.3177	0	293.7166	0	356.0025	0	264.338	0	279.7031	0
ILMN_1772123	106.4667	0	292.489	0	237.4581	0	226.6156	0	187.7661	0	197.1725	0
ILMN_1667641	62.52126	0.2729694	70.93449	0.3386881	69.41837	0.2476573	63.45796	0.4766355	62.57974	0.5708556	55.56513	0.8923284
ILMN_1763852	170.5525	0	407.0107	0	325.2646	0	156.2562	0	418.2385	0	163.1347	0
ILMN_1687303	107.2578	0	251.6051	0	157.6585	0	146.6659	0	125.7614	0	170.5728	0
ILMN_1761058	234.624	0	754.2428	0	455.3189	0	491.8837	0	421.6054	0	286.4916	0
ILMN_2225595	128.9919	0	586.6686	0	301.1629	0	359.2832	0	384.5273	0	204.3645	0
ILMN_1724699	61.58605	0.3235686	68.41396	0.4417671	64.6636	0.4819277	64.21883	0.4339119	64.12473	0.4893048	66.33187	0.3526245
ILMN_1775579	174.9435	0	693.5555	0	522.1573	0	545.7965	0	409.5367	0	325.4106	0
ILMN_1660890	56.48833	0.6338215	55.20915	0.935743	56.79445	0.8741633	52.02831	0.9465955	56.18814	0.8836898	49.24197	0.9892328
ILMN_1778104	83.41063	0	287.8556	0	132.7595	0	193.0794	0	156.3835	0	119.654	0
ILMN_2053679	169.4695	0	672.5073	0	285.7469	0	429.0616	0	345.5731	0	320.9758	0
ILMN_1795104	79.62803	0	125.4925	0	149.0567	0	99.85012	0	102.1964	0	77.22445	0.03095558
ILMN_1740920	60.53109	0.3968043	83.08187	0.04685408	67.96157	0.3092369	75.21362	0.05473965	85.81162	0.002673797	70.03876	0.2032301
ILMN_2263466	54.77817	0.73502	85.18492	0.03078983	93.4337	0	80.13158	0.01602136	98.64579	0	79.03008	0.02288022
ILMN_1806408	1729.34	0	4115.336	0	3718.152	0	2076.452	0	2671.437	0	1244.035	0
ILMN_2352009	473.3271	0	1111.726	0	1010.634	0	644.0951	0	809.5153	0	317.3213	0
ILMN_1800008	163.343	0	939.1268	0	387.6499	0	638.5532	0	400.7353	0	432.7682	0
ILMN_2133799	68.9891	0.07723036	80.57474	0.0789826	63.89415	0.5274431	59.64465	0.7022697	71.04797	0.1737968	75.54185	0.06056527
ILMN_1708672	103.3994	0	681.6942	0	247.6019	0	357.5951	0	287.8006	0	235.6851	0
ILMN_1665945	141.975	0	474.8823	0	234.7881	0	230.2484	0	306.527	0	246.6471	0
ILMN_1676288	63.5727	0.2263649	86.83163	0.01874163	69.88742	0.2342704	73.03519	0.09479306	75.07261	0.06684492	64.94277	0.4185733
ILMN_1693250	53.77627	0.7816245	65.0842	0.6104417	62.18774	0.62249	56.24762	0.8437917	50.544	0.986631	65.07323	0.4131898
ILMN_2295980	58.23574	0.5286285	66.64027	0.5261044	64.1002	0.519411	73.1082	0.09212283	63.60048	0.5200534	68.89316	0.2449529
ILMN_2410362	59.76126	0.4420772	79.44942	0.09772423	69.08696	0.2677376	59.71363	0.6995994	73.66417	0.09358289	63.37196	0.5047106
ILMN_1684271	84.23903	0	281.683	0	163.9118	0	216.896	0	228.2726	0	204.4509	0
ILMN_1726388	59.925	0.4340879	148.9206	0	71.06839	0.1994645	77.23078	0.03738318	91.78078	0	255.18	0
ILMN_2106002	52.14373	0.8548602	62.2941	0.7429719	57.58979	0.8433735	59.2325	0.7303071	66.45264	0.3609626	61.4726	0.6069987
ILMN_1779685	73.71422	0.01997337	76.98549	0.1472557	77.27272	0.06559572	78.07072	0.03471295	72.0201	0.1390374	66.12659	0.3620458
ILMN_1665932	74.3096	0.0159787	72.86956	0.2503347	83.33329	0.01874163	76.76602	0.04272363	82.7299	0.01203209	86.77276	0
ILMN_1769694	59.92638	0.4340879	84.59658	0.0334672	87.15299	0	99.3931	0	99.45601	0	78.57781	0.02557201
ILMN_1727251	63.19267	0.2463382	65.21457	0.6104417	66.64031	0.3627845	64.31567	0.4299065	65.74506	0.3997326	65.01019	0.4158816
ILMN_1734479	73.0366	0.02929427	123.3281	0	110.5871	0	120.1035	0	128.6671	0	97.48564	0
ILMN_2368728	64.49773	0.1917443	90.40639	0.002677376	99.53788	0	97.2375	0	89.7111	0	75.11749	0.06998654
ILMN_2394902	67.08467	0.1065246	82.55572	0.05220884	66.22955	0.3828648	77.60501	0.03604807	65.74233	0.3997326	73.90427	0.09555855
ILMN_2394897	59.79291	0.4420772	75.51828	0.1860776	57.42204	0.8514056	66.80297	0.305741	66.26316	0.368984	67.86063	0.2839839
ILMN_2287535	61.88902	0.3075899	69.37292	0.4016064	59.61446	0.7617135	68.54187	0.23498	62.90619	0.5574867	60.78738	0.6419919
ILMN_1750295	62.73554	0.2636485	65.57661	0.5903614	69.83705	0.2342704	74.6449	0.06141522	65.3271	0.4224599	69.12886	0.2368775
ILMN_1716480	146.6351	0	414.8958	0	261.1564	0	371.9846	0	300.6637	0	331.3924	0
ILMN_1715192	53.87895	0.7789614	73.70128	0.2195448	58.52318	0.8018742	64.59398	0.4152203	66.28016	0.368984	61.82355	0.5841184
ILMN_2339410	49.77447	0.9241012	66.29659	0.5528782	68.20522	0.3012048	65.86148	0.3511348	65.54727	0.4090909	57.90804	0.8129206
ILMN_1779984	65.80539	0.1371505	55.71204	0.9236948	75.30415	0.09638554	54.26709	0.8985314	69.6422	0.2299465	59.84684	0.705249
ILMN_1667018	54.78048	0.73502	63.68582	0.6813923	56.03099	0.8955823	57.18358	0.8090788	58.97228	0.7540107	53.9974	0.9313594
ILMN_2383229	80.03236	0	59.6042	0.8393574	77.81664	0.05890227	72.63576	0.1041389	64.0215	0.5026738	87.94077	0
ILMN_1806310	85.59871	0	66.39127	0.54083	68.99894	0.270415	73.49898	0.08010681	84.23302	0.00802139	81.12627	0.01749664
ILMN_1779670	66.47144	0.1225033	73.55705	0.2235609	71.35069	0.188755	83.98096	0.001335114	64.38447	0.4692513	72.22685	0.1399731
ILMN_2333219	114.2579	0	170.792	0	83.08236	0.02141901	115.039	0	79.89378	0.02673797	55.96585	0.8788695
ILMN_1780485	70.4758	0.05992011	91.29163	0	82.86671	0.02141901	74.0204	0.07209613	73.26533	0.1016043	84.83651	0
ILMN_1735471	102.001	0	97.52905	0	81.4816	0.02677376	89.12514	0	89.15483	0	95.23822	0
ILMN_1699636	322.6373	0	1242.049	0	1173.929	0	720.1955	0	837.3874	0	557.9759	0
ILMN_2371379	564.502	0	1620.591	0	716.2816	0	1320.453	0	1044.098	0	1000.387	0
ILMN_1749014	178.167	0	1129.956	0	478.1107	0	639.3737	0	516.9236	0	330.6916	0
ILMN_1727091	67.85721	0.09587217	88.95873	0.00669344	81.81992	0.0227577	84.78661	0	83.02366	0.01203209	94.43122	0
ILMN_1771348	61.73853	0.3169108	185.3042	0	78.95103	0.04283802	117.1518	0	117.2985	0	125.7612	0
ILMN_2134039	115.2591	0	308.4562	0	138.7973	0	180.2533	0	173.8315	0	336.8141	0
ILMN_1750800	142.9909	0	1236.374	0	1527.046	0	269.9706	0	586.7551	0	209.804	0
ILMN_1654861	95.91306	0	274.0915	0	268.7621	0	202.0377	0	204.2581	0	174.4131	0
ILMN_2121389	52.42904	0.8415446	63.09921	0.708166	65.02926	0.4618474	66.83871	0.3044059	59.88943	0.709893	54.68317	0.9152086
ILMN_1715543	63.31511	0.2383489	161.3584	0	119.9631	0	104.6055	0	93.90678	0	88.78664	0
ILMN_1739594	69.21996	0.07323568	113.9829	0	133.2917	0	67.91785	0.2576769	87.79261	0	81.15841	0.01749664
ILMN_2353978	84.56395	0	104.0973	0	97.02636	0	84.49881	0	108.7833	0	100.0118	0
ILMN_1785474	63.26279	0.2396804	69.27589	0.4082999	65.04368	0.45917	64.89388	0.3978638	66.66005	0.3542781	70.87872	0.1803499
ILMN_2188959	56.60033	0.6311585	55.10648	0.9384204	56.92568	0.8728246	63.25422	0.493992	63.29394	0.5360963	61.14519	0.6258412
ILMN_1716237	74.53869	0.01331558	157.6308	0	123.6427	0	115.7904	0	138.3278	0	98.3607	0
ILMN_1764321	80.31023	0	316.2297	0	135.2502	0	172.1633	0	207.6966	0	274.8597	0
ILMN_2156699	61.07615	0.3528628	75.43982	0.1874163	72.48929	0.1579652	61.40709	0.5874499	60.22432	0.6965241	65.20044	0.4078062
ILMN_1788078	54.2716	0.7563249	64.59784	0.6372156	56.44114	0.8821955	56.56442	0.8424566	60.99027	0.6550802	56.96609	0.8452221
ILMN_1784756	57.14221	0.5898802	118.9739	0	92.05142	0	63.72935	0.4606141	71.80296	0.1483957	60.57665	0.6608344
ILMN_1728883	67.18806	0.1065246	72.09232	0.2878179	76.62315	0.06827309	61.57286	0.5740988	67.289	0.315508	74.11084	0.08748318
ILMN_1740265	625.822	0	1316.01	0	1482.92	0	1144.584	0	734.3757	0	521.8593	0
ILMN_2252621	55.13317	0.7163782	56.90795	0.9103079	58.96326	0.789826	56.71298	0.834446	56.23027	0.8836898	57.59442	0.820996
ILMN_2332250	126.683	0	479.9842	0	497.9992	0	430.5161	0	288.5694	0	158.9247	0
ILMN_1719178	49.41039	0.9347537	71.22187	0.3266399	62.50131	0.605087	54.14514	0.9038718	49.74546	0.9906417	62.04808	0.5773889
ILMN_1679600	57.54545	0.5725699	113.8578	0	89.62878	0	83.71136	0.001335114	78.68674	0.02807487	107.3907	0
ILMN_2367070	104.9676	0	157.243	0	127.7621	0	108.3137	0	120.4082	0	154.7054	0
ILMN_1658995	72.42738	0.03062583	271.5927	0	197.1548	0	150.2266	0	170.3939	0	166.2094	0
ILMN_1750158	64.43086	0.1930759	100.8342	0	90.74154	0	73.18826	0.0894526	88.49649	0	62.50468	0.5531629
ILMN_1668839	59.36415	0.4700399	64.67299	0.6318608	59.14672	0.7817938	65.29902	0.3818425	62.32886	0.5842246	63.65347	0.4858681
ILMN_1765767	52.05958	0.8575233	61.39948	0.7791165	53.3527	0.9585007	53.38923	0.9225634	68.37786	0.2834225	55.25336	0.9004038
ILMN_1685703	78.08822	0.001331558	283.5795	0	266.8763	0	91.58912	0	168.3342	0	61.00735	0.6285329
ILMN_1743396	133.0647	0	353.9584	0	317.999	0	169.9843	0	262.4765	0	307.1444	0
ILMN_1743680	68.26923	0.0852197	58.58675	0.8728246	50.54221	0.9866131	59.94834	0.6875834	67.95876	0.2967914	62.40948	0.5531629
ILMN_1669633	114.6816	0	750.5374	0	236.9508	0	287.6076	0	296.2877	0	238.2476	0
ILMN_2344956	143.7966	0	1032.028	0	335.2251	0	447.862	0	437.5211	0	386.1752	0
ILMN_2104830	138.763	0	426.1471	0	668.0135	0	147.0476	0	304.4664	0	186.2	0
ILMN_2078599	98.97512	0	400.95	0	1502.479	0	219.2325	0	539.5704	0	173.8938	0
ILMN_2234343	72.03114	0.0346205	97.83466	0	106.6439	0	75.0086	0.05473965	113.3865	0	216.0946	0
ILMN_1706598	94.22134	0	158.8584	0	103.69	0	110.3263	0	108.4612	0	68.22444	0.2664872
ILMN_2306955	76.07778	0.01065246	152.1292	0	109.816	0	93.19865	0	100.6935	0	67.60144	0.2960969
ILMN_1758323	57.70578	0.5645806	96.22969	0	60.31305	0.7228916	61.6786	0.5714286	69.31171	0.2459893	58.07359	0.8021534
ILMN_1728331	100.9743	0	136.9735	0	122.681	0	135.5443	0	129.199	0	119.501	0
ILMN_2351906	63.27132	0.2396804	60.99854	0.7911646	61.06083	0.6854083	58.99424	0.7436582	67.66171	0.3048128	73.67778	0.09959623
ILMN_1705637	79.46346	0	85.31972	0.02677376	77.16777	0.06559572	67.93195	0.2563418	81.22867	0.01737968	71.26836	0.1695828
ILMN_1784203	64.97124	0.1731025	115.8879	0	94.09326	0	91.54409	0	82.68247	0.01336898	86.6638	0
ILMN_1666690	63.96645	0.2050599	115.0153	0	87.43674	0	87.8666	0	95.08417	0	82.41033	0.01076716
ILMN_1654468	85.23206	0	79.00867	0.1057564	77.63139	0.06024097	85.5612	0	67.21542	0.3195187	77.11286	0.03095558
ILMN_2320277	55.96812	0.6671105	60.65016	0.8085676	66.10695	0.3882195	67.53533	0.2763685	61.41047	0.6270053	77.22679	0.03095558
ILMN_2227011	57.55499	0.5712383	131.1808	0	73.84691	0.1204819	64.81853	0.4018691	64.54869	0.4625669	78.81341	0.02288022
ILMN_1730002	59.44686	0.4660453	65.34058	0.6024097	63.9337	0.5274431	55.60424	0.8624833	61.78668	0.6096257	65.96646	0.3701211
ILMN_1684585	78.47176	0	187.2926	0	170.9309	0	89.13387	0	141.7991	0	104.615	0
ILMN_2360705	138.9076	0	615.6602	0	266.2923	0	326.6831	0	403.5203	0	220.1373	0
ILMN_1654414	59.67263	0.4527297	67.22017	0.497992	75.10276	0.09772423	76.96883	0.0400534	76.85776	0.04278075	73.92635	0.09555855
ILMN_1666096	74.25288	0.0159787	111.6958	0	100.5194	0	89.80618	0	136.9293	0	94.7597	0
ILMN_2391458	52.87521	0.8255659	54.90513	0.939759	63.36168	0.5635877	52.68716	0.9399199	58.99375	0.7540107	61.44856	0.6123822
ILMN_2285506	56.09363	0.6591212	163.0135	0	93.06622	0	98.74089	0	110.9996	0	110.1568	0
ILMN_1683598	109.9782	0	463.7024	0	220.7425	0	219.778	0	206.262	0	224.727	0
ILMN_2370882	67.24329	0.1051931	235.775	0	143.3355	0	141.6267	0	163.3571	0	93.93637	0
ILMN_2273911	66.93153	0.1118509	77.50422	0.1338688	68.46259	0.2958501	66.7564	0.3070761	69.15472	0.2526738	66.07807	0.3633917
ILMN_1807914	56.02738	0.6617843	75.13304	0.1954485	52.26809	0.9692101	59.73216	0.6982644	69.08949	0.2526738	63.46523	0.5006729
ILMN_1678517	50.27119	0.9147803	65.52349	0.5930388	66.66728	0.3614458	57.66666	0.7957276	61.67819	0.6149732	60.71414	0.6473755
ILMN_1705247	253.345	0	1050.46	0	642.7934	0	661.7296	0	654.4155	0	537.9957	0
ILMN_1737418	68.2235	0.0852197	70.48553	0.3587684	63.74086	0.5368139	102.7485	0	85.1152	0.005347594	73.89375	0.09555855
ILMN_2278242	59.01968	0.4886818	56.68567	0.914324	61.6421	0.6546185	52.38695	0.941255	48.66995	0.9946524	57.59528	0.820996
ILMN_1730025	64.12202	0.1997337	70.83466	0.3440428	63.98818	0.5247657	63.32569	0.4886515	70.73487	0.1858289	61.763	0.5868102
ILMN_2378555	72.50716	0.03062583	79.76437	0.09236947	73.98241	0.1164659	81.24388	0.008010681	83.56499	0.009358289	85.29437	0
ILMN_1661434	66.46284	0.1225033	65.59933	0.5876841	68.80971	0.2784471	63.77979	0.4579439	57.24666	0.8462567	57.8171	0.8142665
ILMN_1765912	50.57609	0.9054594	68.61634	0.4323963	61.87781	0.6398929	56.36958	0.8424566	60.14794	0.6965241	55.37996	0.8963661
ILMN_1746128	52.0025	0.8588549	76.91122	0.1499331	64.14329	0.5140562	55.50509	0.8624833	72.34512	0.1270054	62.36158	0.5572006
ILMN_1685952	62.87369	0.2596538	63.78021	0.6746988	65.6079	0.420348	74.14836	0.06809079	64.6088	0.459893	67.25359	0.3109018
ILMN_1662738	62.90128	0.2583222	80.33312	0.08299866	66.89176	0.3534136	70.01467	0.1802403	77.57149	0.03609626	85.20572	0
ILMN_1771084	71.19633	0.04660453	86.99477	0.01472557	79.58652	0.04149933	67.78217	0.2603471	99.94126	0	69.77116	0.2139973
ILMN_1752269	147.2817	0	447.1926	0	402.0183	0	300.6812	0	492.4742	0	760.3405	0
ILMN_1697510	51.60248	0.8708389	63.76201	0.6746988	59.03139	0.789826	63.20244	0.4953271	56.48335	0.8729947	55.17772	0.9030955
ILMN_2254962	58.32145	0.5153129	69.75336	0.3868808	73.96177	0.1164659	69.17732	0.2056075	63.49287	0.5254011	64.38977	0.4441454
ILMN_2336595	442.402	0	1195.37	0	1461.299	0	372.6672	0	640.1144	0	195.4617	0
ILMN_1714197	562.1913	0	1618.382	0	2203.197	0	524.2198	0	1055.267	0	265.366	0
ILMN_1742859	58.67368	0.4966711	59.34987	0.8487282	72.96521	0.1419009	59.79931	0.6955941	56.93926	0.8542781	61.17582	0.6258412
ILMN_2125869	61.16202	0.3501997	307.6687	0	104.926	0	68.07897	0.2536716	128.5193	0	71.1216	0.1736205
ILMN_1671703	1361.469	0	15392.42	0	8328.522	0	1860.95	0	3604.66	0	3699.849	0
ILMN_2038777	13614.44	0	32930.17	0	22586.36	0	27816.15	0	20368.27	0	25681.98	0
ILMN_2152131	11597.65	0	25174.64	0	18076.13	0	24810.55	0	18891.39	0	23602.74	0
ILMN_1777296	1955.888	0	15103.82	0	8994.257	0	11837.73	0	8587.675	0	4850.827	0
ILMN_1717783	46.84826	0.9866844	60.61993	0.8099063	53.3812	0.957162	50.66819	0.9679573	56.10893	0.8863636	56.33661	0.87214
ILMN_1658660	53.70092	0.7882823	71.42088	0.3212851	59.97535	0.7349398	58.18784	0.7757009	59.26666	0.7459893	73.84304	0.09555855
ILMN_2053178	12508.21	0	33168.93	0	26499.27	0	34408.85	0	27676.41	0	19201.27	0
ILMN_1704961	210.7129	0	1211.236	0	1168.771	0	2391.97	0	1763.973	0	608.0543	0
ILMN_1795325	113.753	0	2301.709	0	360.9552	0	122.0003	0	691.9256	0	305.4146	0
ILMN_1749297	189.0164	0	1308.675	0	422.9862	0	1052.368	0	672.4502	0	674.1182	0
ILMN_2328280	101.9568	0	380.5801	0	144.2088	0	250.4334	0	201.5264	0	202.9207	0
ILMN_1657855	58.47511	0.505992	61.75491	0.7697456	64.22943	0.5060241	60.10322	0.6782377	54.36008	0.9291444	67.03293	0.3176312
ILMN_1717900	72.36464	0.03062583	56.14019	0.9196787	70.32271	0.2141901	66.55109	0.3137517	59.93896	0.7058824	65.17516	0.4131898
ILMN_1796088	68.93615	0.07856192	89.07101	0.00669344	77.30936	0.06425703	70.50416	0.1682243	83.11273	0.01203209	64.59954	0.4333782
ILMN_1704078	56.64613	0.6271638	75.61763	0.1807229	66.52757	0.3708166	55.89171	0.858478	73.53607	0.09358289	64.86954	0.4253028
ILMN_2232177	1330.299	0	2575.688	0	3493.168	0	661.1069	0	1293.185	0	534.3767	0
ILMN_1654422	91.4931	0	97.42393	0	86.18949	0	82.06741	0.005340454	88.88818	0	98.19409	0
ILMN_1665691	58.27995	0.5206391	78.65123	0.1124498	69.29567	0.2556894	83.74931	0.001335114	83.89417	0.009358289	298.1494	0
ILMN_1725534	576.2729	0	1265.133	0	1909.019	0	973.6421	0	1004.601	0	1186.36	0
ILMN_1798254	109.9528	0	441.7822	0	193.2925	0	260.5062	0	189.9047	0	146.2585	0
ILMN_1792314	375.8875	0	779.8879	0	918.3275	0	674.7218	0	632.8765	0	712.0385	0
ILMN_1695821	153.0641	0	777.6469	0	438.667	0	488.4164	0	458.1089	0	453.7213	0
ILMN_2388605	756.5623	0	3324.925	0	1299.867	0	1798.183	0	1618.876	0	1780.024	0
ILMN_1657153	142.0444	0	374.866	0	208.1877	0	301.8389	0	242.5846	0	337.9963	0
ILMN_2260392	62.88852	0.2596538	88.25266	0.009370817	79.75877	0.04016064	70.47711	0.1682243	70.1728	0.2045455	87.68925	0
ILMN_2346451	57.03855	0.5978695	76.97135	0.1485944	86.48453	0	62.32617	0.5353805	60.85677	0.6644385	62.76223	0.538358
ILMN_1787513	53.46895	0.8002663	77.5174	0.1338688	63.4438	0.5609103	72.20296	0.1161549	60.2254	0.6965241	61.66164	0.5921938
ILMN_1680941	62.12599	0.2969374	63.53561	0.6854083	72.15542	0.167336	68.31355	0.246996	73.56175	0.09358289	69.98046	0.2059219
ILMN_1652594	108.4046	0	532.1847	0	268.9794	0	257.7848	0	269.3979	0	341.762	0
ILMN_1697585	93.20721	0	282.874	0	162.27	0	236.2387	0	175.1805	0	192.1411	0
ILMN_1689162	75.41624	0.01198402	125.721	0	89.02939	0	103.8833	0	109.3873	0	80.84403	0.01884253
ILMN_1815392	73.0566	0.02929427	75.66354	0.1767068	81.77676	0.0227577	76.29442	0.04539386	77.63605	0.03475936	78.62308	0.02288022
ILMN_1760490	168.5344	0	516.2324	0	254.5002	0	158.3942	0	311.0161	0	171.8124	0
ILMN_1786544	67.90114	0.09454061	85.10435	0.03212851	76.54797	0.06961178	75.24593	0.05473965	76.8704	0.04144385	77.0524	0.03095558
ILMN_1763916	65.50082	0.1438083	92.07913	0	74.76855	0.103079	103.1371	0	80.79318	0.02005348	57.21657	0.8358008
ILMN_2243308	158.3966	0	579.1407	0	702.6548	0	1088.745	0	354.0164	0	95.80286	0
ILMN_1766723	59.01011	0.4900133	70.8398	0.3427041	77.09476	0.06559572	71.05638	0.1508678	62.52248	0.5735294	67.84758	0.2839839
ILMN_1689217	68.87605	0.07856192	64.99179	0.6184739	73.2012	0.1365462	70.69519	0.1655541	58.32459	0.7887701	63.62027	0.4885599
ILMN_1670912	68.11308	0.08655126	143.4144	0	95.3187	0	91.71799	0	102.5235	0	77.52042	0.0269179
ILMN_2152711	128.8385	0	395.0629	0	227.1107	0	290.9264	0	265.4212	0	99.07305	0
ILMN_1668983	56.27361	0.6471372	62.22184	0.7456493	62.74006	0.5957162	61.11515	0.6074767	60.82319	0.6657754	70.87933	0.1803499
ILMN_1807493	107.2386	0	371.8458	0	495.2497	0	152.011	0	170.2179	0	91.80763	0
ILMN_1683883	106.8277	0	357.227	0	289.6428	0	252.8208	0	204.0234	0	227.7997	0
ILMN_1766000	64.13029	0.1997337	83.7607	0.03882195	71.08787	0.1981258	145.0215	0	87.73885	0	68.10384	0.2705249
ILMN_1670193	58.1454	0.5339547	79.29067	0.1017403	59.04007	0.7871486	56.48425	0.8424566	61.17961	0.6390374	56.8339	0.8492597
ILMN_2319825	58.97796	0.4913449	101.252	0	71.15494	0.1967871	92.98486	0	86.09351	0.002673797	83.79337	0.001345895
ILMN_1694233	178.9274	0	554.1691	0	331.458	0	601.1934	0	620.2043	0	677.084	0
ILMN_1686432	56.57551	0.6311585	73.38109	0.2289157	65.63138	0.420348	69.25558	0.200267	75.0204	0.06684492	84.2768	0
ILMN_1697550	70.9027	0.05326232	78.43726	0.1164659	75.8926	0.08165997	67.85648	0.2603471	65.38754	0.4197861	69.00315	0.243607
ILMN_2158705	59.86318	0.4380825	206.949	0	95.49561	0	121.2788	0	121.5337	0	83.1568	0.001345895
ILMN_1730516	58.35929	0.5126498	64.00515	0.665328	59.90717	0.7416332	55.83868	0.858478	50.95346	0.9839572	67.01031	0.3189771
ILMN_1803686	252.8545	0	640.6448	0	1173.932	0	285.7004	0	364.9712	0	3983.372	0
ILMN_1725043	61.5157	0.3288948	94.36497	0	86.64752	0	77.1641	0.03738318	78.10749	0.03342246	77.80322	0.0269179
ILMN_2148360	54.77663	0.73502	62.57608	0.7336011	54.15241	0.9424364	64.12946	0.4392523	64.34559	0.4745989	60.79885	0.6419919
ILMN_1718946	61.80756	0.3129161	215.5711	0	93.89526	0	100.0274	0	85.47524	0.004010695	85.55831	0
ILMN_1711374	52.96134	0.8242344	69.00698	0.4230254	55.45967	0.9089692	51.42446	0.953271	60.64937	0.6764706	55.39213	0.8950202
ILMN_1726266	61.87679	0.3075899	66.91245	0.5100402	61.04099	0.6894243	59.68465	0.6995994	74.58772	0.07486631	53.7909	0.936743
ILMN_1705689	59.03234	0.4873502	63.28339	0.6987952	83.83012	0.01204819	62.7222	0.5166889	70.67169	0.1885027	59.07535	0.756393
ILMN_1785393	54.6001	0.7430093	58.708	0.8688086	64.04525	0.5247657	60.10402	0.6782377	53.00494	0.9532086	61.097	0.6258412
ILMN_2384544	145.6696	0	316.2656	0	363.5122	0	119.4797	0	176.1	0	175.6025	0
ILMN_1756920	1583.733	0	3053.505	0	3948.401	0	1171.332	0	1776.672	0	1812.4	0
ILMN_1799728	75.97876	0.01065246	92.19054	0	96.72133	0	81.60868	0.006675567	80.76443	0.02005348	82.59368	0.006729475
ILMN_1751500	99.24445	0	172.2141	0	201.3889	0	98.47491	0	127.9854	0	88.95522	0
ILMN_2121068	217.1219	0	258.861	0	202.6024	0	220.2068	0	211.4877	0	316.4664	0
ILMN_1765779	67.76543	0.09853528	98.62385	0	94.63393	0	96.22967	0	89.09895	0	81.56873	0.01615074
ILMN_2201386	53.10591	0.8135819	68.7485	0.4310576	68.83455	0.2784471	71.94058	0.1214953	62.70998	0.5668449	68.00291	0.2718708
ILMN_1682225	51.25142	0.8828229	80.52928	0.08032128	65.23008	0.4511379	58.89677	0.7463284	58.83002	0.7593583	69.36951	0.2274563
ILMN_1788481	67.71507	0.09853528	74.17933	0.2088353	57.02588	0.8701472	67.14314	0.2897196	72.70619	0.118984	71.94395	0.1547779
ILMN_1713751	1489.42	0	2711.327	0	2951.466	0	2916.742	0	828.5336	0	2596.619	0
ILMN_1662675	79.91935	0	79.45654	0.09772423	74.92859	0.09906292	88.02103	0	93.41208	0	73.68672	0.09959623
ILMN_1737629	66.97867	0.1091878	57.88921	0.8862115	61.5889	0.6572958	59.61489	0.7036048	53.28951	0.9491979	63.48634	0.4979812
ILMN_1812112	69.97191	0.06391478	68.21616	0.4484605	73.56375	0.1271754	77.44011	0.03604807	72.68687	0.1203209	72.52133	0.1332436
ILMN_1675210	51.06695	0.8894807	65.32233	0.6037483	64.99146	0.4618474	61.22781	0.5981308	58.03601	0.8114973	61.87126	0.5814266
ILMN_1706302	59.53947	0.460719	61.90089	0.7643909	63.46294	0.5595716	71.3616	0.1361816	71.93818	0.144385	63.06556	0.5208614
ILMN_2351754	58.25118	0.527297	74.53091	0.206158	68.85567	0.2784471	72.94868	0.09479306	78.15282	0.03342246	70.00829	0.2032301
ILMN_2060086	67.22901	0.1051931	96.99303	0	82.8881	0.02141901	77.27586	0.03738318	68.18376	0.2941177	65.22251	0.4064603
ILMN_1664236	58.07884	0.5379494	95.07526	0	84.20362	0.01204819	56.5206	0.8424566	78.17139	0.03342246	114.8451	0
ILMN_1664631	70.69949	0.05459388	93.47495	0	96.69138	0	77.29053	0.03738318	78.58067	0.02941176	113.56	0
ILMN_1802100	60.17548	0.412783	103.5992	0	66.16131	0.3855422	61.97038	0.5514019	68.52392	0.2780749	88.91442	0
ILMN_2194158	56.07215	0.6604527	66.76349	0.5220883	74.66018	0.1057564	79.05459	0.02536716	79.89941	0.02673797	198.2066	0
ILMN_2100871	58.75787	0.494008	65.57028	0.5903614	70.76293	0.2048193	58.0764	0.7783712	64.13463	0.4893048	59.46452	0.7267833
ILMN_1703383	59.26009	0.4713715	69.32927	0.4056225	55.84184	0.9022757	70.11884	0.1789052	71.96422	0.1430481	65.39397	0.3956931
ILMN_1806841	65.36732	0.150466	96.09529	0	92.29911	0	72.97578	0.09479306	62.9995	0.5561497	71.86922	0.1547779
ILMN_1798045	74.8743	0.01198402	78.64082	0.1124498	88.33755	0	74.50464	0.06408545	71.06129	0.1737968	76.89893	0.03364738
ILMN_2293012	49.29605	0.9374168	65.89417	0.5729585	61.62547	0.6559572	50.75127	0.965287	59.89014	0.709893	56.85648	0.8479139
ILMN_1651657	66.02668	0.1344873	72.99386	0.2436412	87.44077	0	73.63162	0.0787717	82.52834	0.01336898	69.93107	0.2059219
ILMN_1671297	62.47742	0.276964	68.81306	0.4297189	75.08245	0.09772423	69.59193	0.1935915	67.62244	0.3088235	53.56855	0.9407806
ILMN_1795204	86.35818	0	79.10709	0.1044177	77.15907	0.06559572	72.69338	0.1028037	82.94814	0.01203209	85.65221	0
